"Date","Time","Chambertemp","dT","WetBulb","LWP","Intercept","Slope","Correction_dT","Correctionfactor","BatteryLevel","DateTime","PSY","Plant_ID"
"24/10/2024","17:15:00","24.61","-2.155","2.833",-0.78,"1.00","-3.80","-0.29","8.212","3.95",2024-10-24 17:15:00,"PSY1N903",3
"24/10/2024","17:30:00","24.50","-2.074","2.912",-0.79,"1.00","-3.80","-0.27","8.215","3.97",2024-10-24 17:30:00,"PSY1N903",3
"24/10/2024","17:45:00","24.67","-1.893","3.016",-0.79,"1.00","-3.80","-0.25","8.212","3.99",2024-10-24 17:45:00,"PSY1N903",3
"24/10/2024","18:00:00","24.69","-1.408","3.243",-0.78,"1.00","-3.80","-0.18","8.212","4.01",2024-10-24 18:00:00,"PSY1N903",3
"24/10/2024","18:15:00","24.33","-0.380","4.088",-0.88,"1.00","-3.80","-0.05","8.222","4.04",2024-10-24 18:15:00,"PSY1N903",3
"24/10/2024","18:30:00","24.26","-1.570","3.053",-0.76,"1.00","-3.80","-0.21","8.226","4.07",2024-10-24 18:30:00,"PSY1N903",3
"24/10/2024","18:45:00","24.30","-1.328","3.311",-0.8,"1.00","-3.80","-0.17","8.222","4.10",2024-10-24 18:45:00,"PSY1N903",3
"24/10/2024","19:00:00","24.33","-1.331","3.365",-0.81,"1.00","-3.80","-0.17","8.222","4.13",2024-10-24 19:00:00,"PSY1N903",3
"24/10/2024","19:15:00","24.28","-1.234","3.345",-0.8,"1.00","-3.80","-0.16","8.226","4.15",2024-10-24 19:15:00,"PSY1N903",3
"24/10/2024","19:30:00","24.14","-0.982","3.266",-0.74,"1.00","-3.80","-0.13","8.229","4.18",2024-10-24 19:30:00,"PSY1N903",3
"24/10/2024","19:45:00","24.02","-1.250","3.155",-0.75,"1.00","-3.80","-0.16","8.233","4.18",2024-10-24 19:45:00,"PSY1N903",3
"24/10/2024","20:00:00","23.79","-0.717","3.341",-0.74,"1.00","-3.80","-0.09","8.244","4.18",2024-10-24 20:00:00,"PSY1N903",3
"24/10/2024","20:15:00","23.38","-0.152","3.390",-0.69,"1.00","-3.80","-0.02","8.258","4.19",2024-10-24 20:15:00,"PSY1N903",3
"24/10/2024","20:30:00","23.03","-0.550","3.201",-0.7,"1.00","-3.80","-0.07","8.269","4.19",2024-10-24 20:30:00,"PSY1N903",3
"24/10/2024","20:45:00","22.74","-0.528","3.636",-0.82,"1.00","-3.80","-0.07","8.279","4.19",2024-10-24 20:45:00,"PSY1N903",3
"24/10/2024","21:00:00","22.56","-0.831","3.227",-0.75,"1.00","-3.80","-0.11","8.287","4.19",2024-10-24 21:00:00,"PSY1N903",3
"24/10/2024","21:15:00","22.83","-1.825","2.796",-0.76,"1.00","-3.80","-0.24","8.276","4.19",2024-10-24 21:15:00,"PSY1N903",3
"24/10/2024","21:30:00","23.36","-1.438","2.760",-0.69,"1.00","-3.80","-0.19","8.258","4.19",2024-10-24 21:30:00,"PSY1N903",3
"24/10/2024","21:45:00","23.43","-1.430","2.890",-0.72,"1.00","-3.80","-0.19","8.254","4.19",2024-10-24 21:45:00,"PSY1N903",3
"24/10/2024","22:00:00","23.25","-1.018","3.082",-0.72,"1.00","-3.80","-0.13","8.262","4.19",2024-10-24 22:00:00,"PSY1N903",3
"24/10/2024","22:15:00","23.12","-0.870","2.873",-0.65,"1.00","-3.80","-0.11","8.265","4.19",2024-10-24 22:15:00,"PSY1N903",3
"24/10/2024","22:30:00","23.33","-1.620","2.643",-0.68,"1.00","-3.80","-0.21","8.258","4.19",2024-10-24 22:30:00,"PSY1N903",3
"24/10/2024","22:45:00","23.61","-1.679","2.690",-0.69,"1.00","-3.80","-0.22","8.247","4.19",2024-10-24 22:45:00,"PSY1N903",3
"24/10/2024","23:00:00","23.12","-0.030","3.303",-0.65,"1.00","-3.80","0.00","8.265","4.19",2024-10-24 23:00:00,"PSY1N903",3
"24/10/2024","23:15:00","22.40","-0.223","2.901",-0.58,"1.00","-3.80","-0.03","8.290","4.19",2024-10-24 23:15:00,"PSY1N903",3
"24/10/2024","23:30:00","21.88","-0.290","2.561",-0.51,"1.00","-3.80","-0.03","8.312","4.19",2024-10-24 23:30:00,"PSY1N903",3
"24/10/2024","23:45:00","21.49","-0.224","2.245",-0.42,"1.00","-3.80","-0.03","8.326","4.19",2024-10-24 23:45:00,"PSY1N903",3
"25/10/2024","00:00:00","21.20","-0.241","2.011",-0.35,"1.00","-3.80","-0.03","8.333","4.19",2024-10-25,"PSY1N903",3
"25/10/2024","00:15:00","20.94","-0.243","1.816",-0.3,"1.00","-3.80","-0.03","8.344","4.19",2024-10-25 00:15:00,"PSY1N903",3
"25/10/2024","00:30:00","20.78","-0.234","1.673",-0.26,"1.00","-3.80","-0.03","8.352","4.19",2024-10-25 00:30:00,"PSY1N903",3
"25/10/2024","00:45:00","20.64","-0.164","1.530",-0.21,"1.00","-3.80","-0.02","8.355","4.19",2024-10-25 00:45:00,"PSY1N903",3
"25/10/2024","01:00:00","20.50","-0.269","1.434",-0.2,"1.00","-3.80","-0.03","8.359","4.19",2024-10-25 01:00:00,"PSY1N903",3
"25/10/2024","01:15:00","20.41","-0.271","1.337",-0.17,"1.00","-3.80","-0.03","8.362","4.19",2024-10-25 01:15:00,"PSY1N903",3
"25/10/2024","01:30:00","20.33","-0.264","1.274",-0.15,"1.00","-3.80","-0.03","8.366","4.19",2024-10-25 01:30:00,"PSY1N903",3
"25/10/2024","01:45:00","20.24","-0.285","1.170",-0.12,"1.00","-3.80","-0.03","8.370","4.19",2024-10-25 01:45:00,"PSY1N903",3
"25/10/2024","02:00:00","20.16","-0.251","1.123",-0.11,"1.00","-3.80","-0.03","8.373","4.19",2024-10-25 02:00:00,"PSY1N903",3
"25/10/2024","02:15:00","20.07","-0.266","1.091",-0.1,"1.00","-3.80","-0.03","8.377","4.19",2024-10-25 02:15:00,"PSY1N903",3
"25/10/2024","02:30:00","19.99","-0.304","1.022",-0.08,"1.00","-3.80","-0.04","8.381","4.19",2024-10-25 02:30:00,"PSY1N903",3
"25/10/2024","02:45:00","19.92","-0.382","0.961",-0.08,"1.00","-3.80","-0.05","8.381","4.19",2024-10-25 02:45:00,"PSY1N903",3
"25/10/2024","03:00:00","19.86","-0.369","0.900",-0.06,"1.00","-3.80","-0.05","8.384","4.19",2024-10-25 03:00:00,"PSY1N903",3
"25/10/2024","03:15:00","19.83","-0.471","0.855",-0.06,"1.00","-3.80","-0.06","8.384","4.19",2024-10-25 03:15:00,"PSY1N903",3
"25/10/2024","03:30:00","19.81","-0.500","0.788",-0.04,"1.00","-3.80","-0.06","8.384","4.19",2024-10-25 03:30:00,"PSY1N903",3
"25/10/2024","03:45:00","19.79","-0.474","0.740",-0.02,"1.00","-3.80","-0.06","8.388","4.19",2024-10-25 03:45:00,"PSY1N903",3
"25/10/2024","04:00:00","19.76","-0.472","0.670",0,"1.00","-3.80","-0.06","8.388","4.19",2024-10-25 04:00:00,"PSY1N903",3
"25/10/2024","04:15:00","19.77","-0.558","0.617",0,"1.00","-3.80","-0.07","8.388","4.19",2024-10-25 04:15:00,"PSY1N903",3
"25/10/2024","04:30:00","19.75","-0.559","0.000",0,"1.00","-3.80","-0.07","8.388","4.19",2024-10-25 04:30:00,"PSY1N903",3
"25/10/2024","04:45:00","19.68","-0.428","0.000",0,"1.00","-3.80","-0.05","8.392","4.19",2024-10-25 04:45:00,"PSY1N903",3
"25/10/2024","05:00:00","19.62","-0.617","0.000",0,"1.00","-3.80","-0.08","8.392","4.19",2024-10-25 05:00:00,"PSY1N903",3
"25/10/2024","05:15:00","19.55","-0.593","0.000",0,"1.00","-3.80","-0.08","8.395","4.19",2024-10-25 05:15:00,"PSY1N903",3
"25/10/2024","05:30:00","19.49","-0.547","0.000",0,"1.00","-3.80","-0.07","8.399","4.19",2024-10-25 05:30:00,"PSY1N903",3
"25/10/2024","05:45:00","19.42","-0.573","0.000",0,"1.00","-3.80","-0.07","8.399","4.19",2024-10-25 05:45:00,"PSY1N903",3
"25/10/2024","06:00:00","19.38","-0.641","0.000",0,"1.00","-3.80","-0.08","8.403","4.19",2024-10-25 06:00:00,"PSY1N903",3
"25/10/2024","06:15:00","19.38","-0.647","0.000",0,"1.00","-3.80","-0.08","8.403","4.19",2024-10-25 06:15:00,"PSY1N903",3
"25/10/2024","06:30:00","19.41","-0.701","0.000",0,"1.00","-3.80","-0.09","8.399","4.19",2024-10-25 06:30:00,"PSY1N903",3
"25/10/2024","06:45:00","19.47","-0.662","0.000",0,"1.00","-3.80","-0.09","8.399","4.19",2024-10-25 06:45:00,"PSY1N903",3
"25/10/2024","07:00:00","19.57","-1.945","0.277",-0.09,"1.00","-3.80","-0.26","8.395","4.19",2024-10-25 07:00:00,"PSY1N903",3
"25/10/2024","07:15:00","20.27","-1.385","0.000",0,"1.00","-3.80","-0.19","8.370","4.19",2024-10-25 07:15:00,"PSY1N903",3
"25/10/2024","07:30:00","20.68","-1.914","0.641",-0.18,"1.00","-3.80","-0.26","8.355","4.19",2024-10-25 07:30:00,"PSY1N903",3
"25/10/2024","07:45:00","21.04","-1.616","0.776",-0.18,"1.00","-3.80","-0.22","8.341","4.19",2024-10-25 07:45:00,"PSY1N903",3
"25/10/2024","08:00:00","21.17","-1.162","1.475",-0.32,"1.00","-3.80","-0.15","8.337","4.19",2024-10-25 08:00:00,"PSY1N903",3
"25/10/2024","08:15:00","21.27","-1.152","1.793",-0.41,"1.00","-3.80","-0.15","8.333","4.19",2024-10-25 08:15:00,"PSY1N903",3
"25/10/2024","08:30:00","21.25","-0.571","1.899",-0.37,"1.00","-3.80","-0.07","8.333","4.19",2024-10-25 08:30:00,"PSY1N903",3
"25/10/2024","08:45:00","21.41","-1.336","1.935",-0.48,"1.00","-3.80","-0.18","8.326","4.19",2024-10-25 08:45:00,"PSY1N903",3
"25/10/2024","09:00:00","21.68","-1.769","2.193",-0.61,"1.00","-3.80","-0.24","8.319","4.19",2024-10-25 09:00:00,"PSY1N903",3
"25/10/2024","09:15:00","21.91","-1.488","2.195",-0.56,"1.00","-3.80","-0.20","8.308","4.18",2024-10-25 09:15:00,"PSY1N903",3
"25/10/2024","09:30:00","21.95","-1.074","2.761",-0.67,"1.00","-3.80","-0.14","8.308","4.18",2024-10-25 09:30:00,"PSY1N903",3
"25/10/2024","09:45:00","22.13","-1.347","2.470",-0.62,"1.00","-3.80","-0.18","8.301","4.18",2024-10-25 09:45:00,"PSY1N903",3
"25/10/2024","10:00:00","22.34","-1.384","2.263",-0.56,"1.00","-3.80","-0.18","8.294","4.18",2024-10-25 10:00:00,"PSY1N903",3
"25/10/2024","10:15:00","22.86","-2.179","2.301",-0.67,"1.00","-3.80","-0.29","8.276","4.18",2024-10-25 10:15:00,"PSY1N903",3
"25/10/2024","10:30:00","23.22","-2.011","2.352",-0.65,"1.00","-3.80","-0.27","8.262","4.18",2024-10-25 10:30:00,"PSY1N903",3
"25/10/2024","10:45:00","23.34","-2.027","2.749",-0.76,"1.00","-3.80","-0.27","8.258","4.18",2024-10-25 10:45:00,"PSY1N903",3
"25/10/2024","11:00:00","23.75","-2.037","2.339",-0.64,"1.00","-3.80","-0.27","8.244","4.17",2024-10-25 11:00:00,"PSY1N903",3
"25/10/2024","11:15:00","24.47","-2.375","2.663",-0.76,"1.00","-3.80","-0.32","8.219","4.17",2024-10-25 11:15:00,"PSY1N903",3
"25/10/2024","11:30:00","24.86","-1.095","2.993",-0.67,"1.00","-3.80","-0.14","8.205","4.17",2024-10-25 11:30:00,"PSY1N903",3
"25/10/2024","11:45:00","25.13","-2.119","2.944",-0.79,"1.00","-3.80","-0.28","8.194","4.17",2024-10-25 11:45:00,"PSY1N903",3
"25/10/2024","12:00:00","25.43","-2.417","2.579",-0.73,"1.00","-3.80","-0.32","8.184","4.17",2024-10-25 12:00:00,"PSY1N903",3
"25/10/2024","12:15:00","25.83","-1.935","3.030",-0.77,"1.00","-3.80","-0.25","8.168","4.17",2024-10-25 12:15:00,"PSY1N903",3
"25/10/2024","12:30:00","25.81","-1.508","3.581",-0.86,"1.00","-3.80","-0.20","8.168","4.17",2024-10-25 12:30:00,"PSY1N903",3
"25/10/2024","12:45:00","25.77","-1.963","2.962",-0.76,"1.00","-3.80","-0.26","8.173","4.17",2024-10-25 12:45:00,"PSY1N903",3
"25/10/2024","13:00:00","25.08","1.024","5.570",-1.06,"1.00","-3.80","0.13","8.198","4.17",2024-10-25 13:00:00,"PSY1N903",3
"25/10/2024","13:15:00","24.66","-1.855","3.070",-0.8,"1.00","-3.80","-0.24","8.212","4.16",2024-10-25 13:15:00,"PSY1N903",3
"25/10/2024","13:30:00","24.46","-1.409","3.439",-0.84,"1.00","-3.80","-0.18","8.219","4.19",2024-10-25 13:30:00,"PSY1N903",3
"25/10/2024","13:45:00","24.73","-1.921","2.946",-0.77,"1.00","-3.80","-0.25","8.208","4.19",2024-10-25 13:45:00,"PSY1N903",3
"25/10/2024","14:00:00","25.44","-2.155","2.772",-0.74,"1.00","-3.80","-0.28","8.184","4.19",2024-10-25 14:00:00,"PSY1N903",3
"25/10/2024","14:15:00","25.89","-1.738","3.350",-0.83,"1.00","-3.80","-0.23","8.168","4.19",2024-10-25 14:15:00,"PSY1N903",3
"25/10/2024","14:30:00","26.04","-1.899","3.229",-0.81,"1.00","-3.80","-0.25","8.161","4.19",2024-10-25 14:30:00,"PSY1N903",3
"25/10/2024","14:45:00","26.40","-2.270","3.124",-0.83,"1.00","-3.80","-0.30","8.148","4.19",2024-10-25 14:45:00,"PSY1N903",3
"25/10/2024","15:00:00","26.57","-1.898","3.692",-0.92,"1.00","-3.80","-0.25","8.145","4.19",2024-10-25 15:00:00,"PSY1N903",3
"25/10/2024","15:15:00","26.58","-2.064","3.301",-0.84,"1.00","-3.80","-0.27","8.145","4.19",2024-10-25 15:15:00,"PSY1N903",3
"25/10/2024","15:30:00","26.53","-1.221","4.235",-0.96,"1.00","-3.80","-0.16","8.145","4.19",2024-10-25 15:30:00,"PSY1N903",3
"25/10/2024","15:45:00","26.40","-2.547","3.283",-0.9,"1.00","-3.80","-0.34","8.148","4.19",2024-10-25 15:45:00,"PSY1N903",3
"25/10/2024","16:00:00","26.56","-1.314","3.647",-0.83,"1.00","-3.80","-0.17","8.145","4.18",2024-10-25 16:00:00,"PSY1N903",3
"25/10/2024","16:15:00","26.35","-1.332","3.560",-0.81,"1.00","-3.80","-0.17","8.152","4.18",2024-10-25 16:15:00,"PSY1N903",3
"25/10/2024","16:30:00","26.42","-1.828","3.513",-0.87,"1.00","-3.80","-0.24","8.148","4.18",2024-10-25 16:30:00,"PSY1N903",3
"25/10/2024","16:45:00","26.28","-1.879","4.131",-1.03,"1.00","-3.80","-0.25","8.154","4.18",2024-10-25 16:45:00,"PSY1N903",3
"25/10/2024","17:00:00","26.42","-1.431","3.955",-0.93,"1.00","-3.80","-0.19","8.148","4.18",2024-10-25 17:00:00,"PSY1N903",3
"25/10/2024","17:15:00","26.31","0.019","4.445",-0.86,"1.00","-3.80","0.00","8.152","4.18",2024-10-25 17:15:00,"PSY1N903",3
"25/10/2024","17:30:00","26.23","-1.526","3.759",-0.89,"1.00","-3.80","-0.20","8.154","4.18",2024-10-25 17:30:00,"PSY1N903",3
"25/10/2024","17:45:00","26.36","-1.674","4.008",-0.97,"1.00","-3.80","-0.22","8.152","4.17",2024-10-25 17:45:00,"PSY1N903",3
"25/10/2024","18:00:00","26.30","-1.594","4.051",-0.97,"1.00","-3.80","-0.21","8.152","4.17",2024-10-25 18:00:00,"PSY1N903",3
"25/10/2024","18:15:00","26.22","-1.296","3.875",-0.89,"1.00","-3.80","-0.17","8.154","4.17",2024-10-25 18:15:00,"PSY1N903",3
"25/10/2024","18:30:00","26.13","-1.423","4.157",-0.98,"1.00","-3.80","-0.19","8.159","4.17",2024-10-25 18:30:00,"PSY1N903",3
"25/10/2024","18:45:00","25.83","-1.148","4.016",-0.92,"1.00","-3.80","-0.15","8.168","4.17",2024-10-25 18:45:00,"PSY1N903",3
"25/10/2024","19:00:00","25.71","-1.422","3.910",-0.93,"1.00","-3.80","-0.19","8.173","4.17",2024-10-25 19:00:00,"PSY1N903",3
"25/10/2024","19:15:00","25.53","-1.224","3.883",-0.9,"1.00","-3.80","-0.16","8.180","4.17",2024-10-25 19:15:00,"PSY1N903",3
"25/10/2024","19:30:00","25.34","-0.910","3.990",-0.89,"1.00","-3.80","-0.12","8.187","4.17",2024-10-25 19:30:00,"PSY1N903",3
"25/10/2024","19:45:00","24.98","-0.843","4.022",-0.9,"1.00","-3.80","-0.11","8.201","4.17",2024-10-25 19:45:00,"PSY1N903",3
"25/10/2024","20:00:00","24.74","-1.252","3.926",-0.94,"1.00","-3.80","-0.16","8.208","4.16",2024-10-25 20:00:00,"PSY1N903",3
"25/10/2024","20:15:00","24.71","-0.738","3.936",-0.88,"1.00","-3.80","-0.09","8.208","4.16",2024-10-25 20:15:00,"PSY1N903",3
"25/10/2024","20:30:00","24.54","-0.714","4.306",-0.98,"1.00","-3.80","-0.09","8.215","4.16",2024-10-25 20:30:00,"PSY1N903",3
"25/10/2024","20:45:00","24.22","-0.834","4.062",-0.94,"1.00","-3.80","-0.11","8.226","4.16",2024-10-25 20:45:00,"PSY1N903",3
"25/10/2024","21:00:00","24.24","-0.362","4.146",-0.89,"1.00","-3.80","-0.04","8.226","4.16",2024-10-25 21:00:00,"PSY1N903",3
"25/10/2024","21:15:00","23.92","-0.835","4.136",-0.97,"1.00","-3.80","-0.11","8.237","4.16",2024-10-25 21:15:00,"PSY1N903",3
"25/10/2024","21:30:00","23.91","-1.422","3.862",-0.97,"1.00","-3.80","-0.19","8.237","4.16",2024-10-25 21:30:00,"PSY1N903",3
"25/10/2024","21:45:00","23.93","-0.794","3.701",-0.84,"1.00","-3.80","-0.10","8.237","4.15",2024-10-25 21:45:00,"PSY1N903",3
"25/10/2024","22:00:00","23.81","-1.135","4.127",-1.01,"1.00","-3.80","-0.15","8.240","4.15",2024-10-25 22:00:00,"PSY1N903",3
"25/10/2024","22:15:00","23.55","-1.574","3.581",-0.93,"1.00","-3.80","-0.21","8.251","4.15",2024-10-25 22:15:00,"PSY1N903",3
"25/10/2024","22:30:00","23.70","-1.492","3.386",-0.86,"1.00","-3.80","-0.20","8.244","4.15",2024-10-25 22:30:00,"PSY1N903",3
"25/10/2024","22:45:00","24.01","-1.698","3.284",-0.85,"1.00","-3.80","-0.22","8.233","4.15",2024-10-25 22:45:00,"PSY1N903",3
"25/10/2024","23:00:00","23.64","-0.114","4.219",-0.9,"1.00","-3.80","-0.01","8.247","4.15",2024-10-25 23:00:00,"PSY1N903",3
"25/10/2024","23:15:00","22.92","0.004","3.827",-0.8,"1.00","-3.80","0.00","8.272","4.15",2024-10-25 23:15:00,"PSY1N903",3
"25/10/2024","23:30:00","22.45","-0.165","3.494",-0.74,"1.00","-3.80","-0.02","8.290","4.15",2024-10-25 23:30:00,"PSY1N903",3
"25/10/2024","23:45:00","22.05","-0.001","3.245",-0.66,"1.00","-3.80","0.00","8.305","4.15",2024-10-25 23:45:00,"PSY1N903",3
"26/10/2024","00:00:00","21.62","0.065","3.035",-0.6,"1.00","-3.80","0.00","8.319","4.15",2024-10-26,"PSY1N903",3
"26/10/2024","00:15:00","21.08","-0.006","2.792",-0.55,"1.00","-3.80","0.00","8.341","4.15",2024-10-26 00:15:00,"PSY1N903",3
"26/10/2024","00:30:00","20.60","0.041","2.629",-0.51,"1.00","-3.80","0.00","8.355","4.14",2024-10-26 00:30:00,"PSY1N903",3
"26/10/2024","00:45:00","20.20","0.002","2.485",-0.48,"1.00","-3.80","0.00","8.370","4.14",2024-10-26 00:45:00,"PSY1N903",3
"26/10/2024","01:00:00","19.88","-0.069","2.402",-0.48,"1.00","-3.80","0.00","8.384","4.14",2024-10-26 01:00:00,"PSY1N903",3
"26/10/2024","01:15:00","19.62","0.104","2.148",-0.38,"1.00","-3.80","0.01","8.392","4.14",2024-10-26 01:15:00,"PSY1N903",3
"26/10/2024","01:30:00","19.43","-0.052","2.114",-0.39,"1.00","-3.80","0.00","8.399","4.14",2024-10-26 01:30:00,"PSY1N903",3
"26/10/2024","01:45:00","19.32","0.038","1.966",-0.34,"1.00","-3.80","0.00","8.403","4.14",2024-10-26 01:45:00,"PSY1N903",3
"26/10/2024","02:00:00","19.25","-0.059","1.849",-0.32,"1.00","-3.80","0.00","8.406","4.14",2024-10-26 02:00:00,"PSY1N903",3
"26/10/2024","02:15:00","19.07","-0.195","1.783",-0.32,"1.00","-3.80","-0.02","8.414","4.14",2024-10-26 02:15:00,"PSY1N903",3
"26/10/2024","02:30:00","18.99","-0.139","1.719",-0.29,"1.00","-3.80","-0.01","8.417","4.13",2024-10-26 02:30:00,"PSY1N903",3
"26/10/2024","02:45:00","18.96","-0.110","1.748",-0.3,"1.00","-3.80","-0.01","8.417","4.13",2024-10-26 02:45:00,"PSY1N903",3
"26/10/2024","03:00:00","18.93","-0.232","1.659",-0.29,"1.00","-3.80","-0.03","8.417","4.13",2024-10-26 03:00:00,"PSY1N903",3
"26/10/2024","03:15:00","18.81","0.030","1.587",-0.23,"1.00","-3.80","0.00","8.421","4.13",2024-10-26 03:15:00,"PSY1N903",3
"26/10/2024","03:30:00","18.75","-0.103","1.519",-0.23,"1.00","-3.80","-0.01","8.425","4.13",2024-10-26 03:30:00,"PSY1N903",3
"26/10/2024","03:45:00","18.70","-0.254","1.496",-0.24,"1.00","-3.80","-0.03","8.425","4.13",2024-10-26 03:45:00,"PSY1N903",3
"26/10/2024","04:00:00","18.72","-0.243","1.426",-0.22,"1.00","-3.80","-0.03","8.425","4.13",2024-10-26 04:00:00,"PSY1N903",3
"26/10/2024","04:15:00","18.81","-0.277","1.359",-0.2,"1.00","-3.80","-0.03","8.421","4.13",2024-10-26 04:15:00,"PSY1N903",3
"26/10/2024","04:30:00","18.89","-0.368","1.312",-0.2,"1.00","-3.80","-0.05","8.421","4.13",2024-10-26 04:30:00,"PSY1N903",3
"26/10/2024","04:45:00","18.93","-0.350","1.295",-0.19,"1.00","-3.80","-0.04","8.417","4.12",2024-10-26 04:45:00,"PSY1N903",3
"26/10/2024","05:00:00","18.92","-0.219","1.248",-0.16,"1.00","-3.80","-0.03","8.417","4.12",2024-10-26 05:00:00,"PSY1N903",3
"26/10/2024","05:15:00","18.87","-0.220","1.239",-0.15,"1.00","-3.80","-0.03","8.421","4.12",2024-10-26 05:15:00,"PSY1N903",3
"26/10/2024","05:30:00","18.88","-0.269","1.220",-0.15,"1.00","-3.80","-0.03","8.421","4.12",2024-10-26 05:30:00,"PSY1N903",3
"26/10/2024","05:45:00","18.84","-0.258","1.205",-0.15,"1.00","-3.80","-0.03","8.421","4.12",2024-10-26 05:45:00,"PSY1N903",3
"26/10/2024","06:00:00","18.97","-0.346","1.152",-0.14,"1.00","-3.80","-0.04","8.417","4.12",2024-10-26 06:00:00,"PSY1N903",3
"26/10/2024","06:15:00","18.99","-0.170","1.143",-0.11,"1.00","-3.80","-0.02","8.417","4.12",2024-10-26 06:15:00,"PSY1N903",3
"26/10/2024","06:30:00","18.89","-0.143","1.194",-0.13,"1.00","-3.80","-0.01","8.421","4.12",2024-10-26 06:30:00,"PSY1N903",3
"26/10/2024","06:45:00","18.64","-0.303","1.343",-0.2,"1.00","-3.80","-0.04","8.428","4.12",2024-10-26 06:45:00,"PSY1N903",3
"26/10/2024","07:00:00","18.81","-1.686","1.056",-0.3,"1.00","-3.80","-0.23","8.421","4.11",2024-10-26 07:00:00,"PSY1N903",3
"26/10/2024","07:15:00","19.38","-1.424","1.357",-0.35,"1.00","-3.80","-0.19","8.403","4.11",2024-10-26 07:15:00,"PSY1N903",3
"26/10/2024","07:30:00","19.99","-1.027","1.690",-0.39,"1.00","-3.80","-0.14","8.381","4.11",2024-10-26 07:30:00,"PSY1N903",3
"26/10/2024","07:45:00","20.45","-1.121","2.048",-0.5,"1.00","-3.80","-0.15","8.362","4.11",2024-10-26 07:45:00,"PSY1N903",3
"26/10/2024","08:00:00","20.63","-0.866","2.502",-0.6,"1.00","-3.80","-0.11","8.355","4.11",2024-10-26 08:00:00,"PSY1N903",3
"26/10/2024","08:15:00","20.73","-0.504","2.692",-0.6,"1.00","-3.80","-0.06","8.352","4.11",2024-10-26 08:15:00,"PSY1N903",3
"26/10/2024","08:30:00","20.68","-1.390","2.584",-0.69,"1.00","-3.80","-0.19","8.355","4.11",2024-10-26 08:30:00,"PSY1N903",3
"26/10/2024","08:45:00","20.69","-0.913","2.854",-0.71,"1.00","-3.80","-0.12","8.355","4.11",2024-10-26 08:45:00,"PSY1N903",3
"26/10/2024","09:00:00","20.79","-0.816","2.724",-0.65,"1.00","-3.80","-0.11","8.352","4.11",2024-10-26 09:00:00,"PSY1N903",3
"26/10/2024","09:15:00","21.22","-1.337","2.790",-0.73,"1.00","-3.80","-0.18","8.333","4.11",2024-10-26 09:15:00,"PSY1N903",3
