Serial Number:,PSY1N903
APP Serial #:,03000C30
Head Serial #:,4045
App Ver:,R1-7-8
COM Ver:,R2-6-8
Instrument Name:,
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
24/10/2024,19:15:00,24.28,-1.234,3.345,-0.80,1.00,-3.80,-0.236,-0.16,8.226,4.15,48.50 ,present ,12.28 ,159.89 ,
24/10/2024,19:30:00,24.14,-0.982,3.266,-0.74,1.00,-3.80,-0.237,-0.13,8.229,4.18,46.30 ,present ,12.28 ,60.60 ,
24/10/2024,19:45:00,24.02,-1.250,3.155,-0.75,1.00,-3.80,-0.654,-0.16,8.233,4.18,36.59 ,present ,12.27 ,59.40 ,
24/10/2024,20:00:00,23.79,-0.717,3.341,-0.74,1.00,-3.80,-0.486,-0.09,8.244,4.18,33.59 ,present ,12.27 ,58.80 ,
24/10/2024,20:15:00,23.38,-0.152,3.390,-0.69,1.00,-3.80,-0.261,-0.02,8.258,4.19,32.09 ,present ,12.26 ,57.90 ,
24/10/2024,20:30:00,23.03,-0.550,3.201,-0.70,1.00,-3.80,-0.395,-0.07,8.269,4.19,31.30 ,present ,12.29 ,56.70 ,
24/10/2024,20:45:00,22.74,-0.528,3.636,-0.82,1.00,-3.80,-0.499,-0.07,8.279,4.19,30.40 ,present ,12.27 ,50.40 ,
24/10/2024,21:00:00,22.56,-0.831,3.227,-0.75,1.00,-3.80,-0.555,-0.11,8.287,4.19,29.20 ,present ,12.29 ,43.20 ,
24/10/2024,21:15:00,22.83,-1.825,2.796,-0.76,1.00,-3.80,-0.958,-0.24,8.276,4.19,28.70 ,present ,12.28 ,42.00 ,
24/10/2024,21:30:00,23.36,-1.438,2.760,-0.69,1.00,-3.80,-0.774,-0.19,8.258,4.19,28.50 ,present ,12.27 ,41.70 ,
24/10/2024,21:45:00,23.43,-1.430,2.890,-0.72,1.00,-3.80,-0.798,-0.19,8.254,4.19,28.60 ,present ,12.27 ,41.40 ,
24/10/2024,22:00:00,23.25,-1.018,3.082,-0.72,1.00,-3.80,-0.604,-0.13,8.262,4.19,28.60 ,present ,12.27 ,41.10 ,
24/10/2024,22:15:00,23.12,-0.870,2.873,-0.65,1.00,-3.80,-0.513,-0.11,8.265,4.19,28.60 ,present ,12.27 ,41.10 ,
24/10/2024,22:30:00,23.33,-1.620,2.643,-0.68,1.00,-3.80,-0.858,-0.21,8.258,4.19,28.50 ,present ,12.23 ,41.10 ,
24/10/2024,22:45:00,23.61,-1.679,2.690,-0.69,1.00,-3.80,-0.888,-0.22,8.247,4.19,28.50 ,present ,12.27 ,41.10 ,
24/10/2024,23:00:00,23.12,-0.030,3.303,-0.65,1.00,-3.80,-0.273,0.00,8.265,4.19,28.20 ,present ,12.23 ,40.50 ,
24/10/2024,23:15:00,22.40,-0.223,2.901,-0.58,1.00,-3.80,-0.181,-0.03,8.290,4.19,27.30 ,present ,12.26 ,40.20 ,
24/10/2024,23:30:00,21.88,-0.290,2.561,-0.51,1.00,-3.80,-0.210,-0.03,8.312,4.19,26.60 ,present ,12.23 ,40.20 ,
24/10/2024,23:45:00,21.49,-0.224,2.245,-0.42,1.00,-3.80,-0.145,-0.03,8.326,4.19,26.10 ,present ,12.23 ,40.20 ,
25/10/2024,00:00:00,21.20,-0.241,2.011,-0.35,1.00,-3.80,-0.168,-0.03,8.333,4.19,25.50 ,present ,12.23 ,40.20 ,
25/10/2024,00:15:00,20.94,-0.243,1.816,-0.30,1.00,-3.80,-0.138,-0.03,8.344,4.19,25.20 ,present ,12.23 ,40.50 ,
25/10/2024,00:30:00,20.78,-0.234,1.673,-0.26,1.00,-3.80,-0.227,-0.03,8.352,4.19,25.00 ,present ,12.23 ,40.20 ,
25/10/2024,00:45:00,20.64,-0.164,1.530,-0.21,1.00,-3.80,-0.179,-0.02,8.355,4.19,24.60 ,present ,12.23 ,40.20 ,
25/10/2024,01:00:00,20.50,-0.269,1.434,-0.20,1.00,-3.80,-0.120,-0.03,8.359,4.19,24.60 ,present ,12.23 ,40.20 ,
25/10/2024,01:15:00,20.41,-0.271,1.337,-0.17,1.00,-3.80,-0.233,-0.03,8.362,4.19,24.40 ,present ,12.23 ,40.20 ,
25/10/2024,01:30:00,20.33,-0.264,1.274,-0.15,1.00,-3.80,-0.211,-0.03,8.366,4.19,24.20 ,present ,12.23 ,40.50 ,
25/10/2024,01:45:00,20.24,-0.285,1.170,-0.12,1.00,-3.80,-0.151,-0.03,8.370,4.19,24.20 ,present ,12.19 ,40.50 ,
25/10/2024,02:00:00,20.16,-0.251,1.123,-0.11,1.00,-3.80,-0.156,-0.03,8.373,4.19,24.10 ,present ,12.20 ,40.80 ,
25/10/2024,02:15:00,20.07,-0.266,1.091,-0.10,1.00,-3.80,-0.150,-0.03,8.377,4.19,24.10 ,present ,12.19 ,40.50 ,
25/10/2024,02:30:00,19.99,-0.304,1.022,-0.08,1.00,-3.80,-0.079,-0.04,8.381,4.19,24.00 ,present ,12.19 ,40.20 ,
25/10/2024,02:45:00,19.92,-0.382,0.961,-0.08,1.00,-3.80,-0.090,-0.05,8.381,4.19,23.80 ,present ,12.19 ,40.50 ,
25/10/2024,03:00:00,19.86,-0.369,0.900,-0.06,1.00,-3.80,-0.115,-0.05,8.384,4.19,23.70 ,present ,12.19 ,40.20 ,
25/10/2024,03:15:00,19.83,-0.471,0.855,-0.06,1.00,-3.80,-0.027,-0.06,8.384,4.19,23.70 ,present ,12.19 ,40.50 ,
25/10/2024,03:30:00,19.81,-0.500,0.788,-0.04,1.00,-3.80,-0.076,-0.06,8.384,4.19,23.70 ,present ,12.20 ,40.80 ,
25/10/2024,03:45:00,19.79,-0.474,0.740,-0.02,1.00,-3.80,0.050,-0.06,8.388,4.19,23.50 ,present ,12.19 ,40.50 ,
25/10/2024,04:00:00,19.76,-0.472,0.670,0.00,1.00,-3.80,-0.004,-0.06,8.388,4.19,23.60 ,present ,12.16 ,40.80 ,
25/10/2024,04:15:00,19.77,-0.558,0.617,0.00,1.00,-3.80,-0.081,-0.07,8.388,4.19,23.50 ,present ,12.16 ,40.80 ,
25/10/2024,04:30:00,19.75,-0.559,0.000,0.00,1.00,-3.80,-0.007,-0.07,8.388,4.19,23.60 ,present ,12.16 ,40.50 ,
25/10/2024,04:45:00,19.68,-0.428,0.000,0.00,1.00,-3.80,-0.012,-0.05,8.392,4.19,23.60 ,present ,12.16 ,40.50 ,
25/10/2024,05:00:00,19.62,-0.617,0.000,0.00,1.00,-3.80,0.052,-0.08,8.392,4.19,23.50 ,present ,12.16 ,40.20 ,
25/10/2024,05:15:00,19.55,-0.593,0.000,0.00,1.00,-3.80,0.108,-0.08,8.395,4.19,23.40 ,present ,12.15 ,39.90 ,
25/10/2024,05:30:00,19.49,-0.547,0.000,0.00,1.00,-3.80,-0.022,-0.07,8.399,4.19,23.30 ,present ,12.16 ,40.20 ,
25/10/2024,05:45:00,19.42,-0.573,0.000,0.00,1.00,-3.80,0.138,-0.07,8.399,4.19,23.30 ,present ,12.15 ,39.90 ,
25/10/2024,06:00:00,19.38,-0.641,0.000,0.00,1.00,-3.80,0.035,-0.08,8.403,4.19,23.10 ,present ,12.16 ,40.20 ,
25/10/2024,06:15:00,19.38,-0.647,0.000,0.00,1.00,-3.80,0.159,-0.08,8.403,4.19,23.30 ,present ,12.16 ,40.20 ,
25/10/2024,06:30:00,19.41,-0.701,0.000,0.00,1.00,-3.80,0.134,-0.09,8.399,4.19,23.20 ,present ,12.16 ,40.20 ,
25/10/2024,06:45:00,19.47,-0.662,0.000,0.00,1.00,-3.80,0.185,-0.09,8.399,4.19,23.20 ,present ,12.16 ,40.20 ,
25/10/2024,07:00:00,19.57,-1.945,0.277,-0.09,1.00,-3.80,-0.559,-0.26,8.395,4.19,23.40 ,present ,12.16 ,40.50 ,
25/10/2024,07:15:00,20.27,-1.385,0.000,0.00,1.00,-3.80,-0.254,-0.19,8.370,4.19,24.20 ,present ,12.13 ,40.80 ,
25/10/2024,07:30:00,20.68,-1.914,0.641,-0.18,1.00,-3.80,-0.309,-0.26,8.355,4.19,25.00 ,present ,12.13 ,41.10 ,
25/10/2024,07:45:00,21.04,-1.616,0.776,-0.18,1.00,-3.80,-0.186,-0.22,8.341,4.19,25.40 ,present ,12.13 ,40.80 ,
25/10/2024,08:00:00,21.17,-1.162,1.475,-0.32,1.00,-3.80,-0.447,-0.15,8.337,4.19,26.10 ,present ,12.16 ,40.80 ,
25/10/2024,08:15:00,21.27,-1.152,1.793,-0.41,1.00,-3.80,-0.672,-0.15,8.333,4.19,26.30 ,present ,12.13 ,40.80 ,
25/10/2024,08:30:00,21.25,-0.571,1.899,-0.37,1.00,-3.80,-0.262,-0.07,8.333,4.19,26.40 ,present ,12.13 ,40.80 ,
25/10/2024,08:45:00,21.41,-1.336,1.935,-0.48,1.00,-3.80,-0.713,-0.18,8.326,4.19,26.40 ,present ,12.13 ,40.80 ,
25/10/2024,09:00:00,21.68,-1.769,2.193,-0.61,1.00,-3.80,-0.952,-0.24,8.319,4.19,26.60 ,present ,12.13 ,41.10 ,
25/10/2024,09:15:00,21.91,-1.488,2.195,-0.56,1.00,-3.80,-0.884,-0.20,8.308,4.18,25.20 ,not present ,0.00 ,0.00 ,
25/10/2024,09:30:00,21.95,-1.074,2.761,-0.67,1.00,-3.80,-0.695,-0.14,8.308,4.18,25.10 ,not present ,0.00 ,0.00 ,
25/10/2024,09:45:00,22.13,-1.347,2.470,-0.62,1.00,-3.80,-0.642,-0.18,8.301,4.18,25.20 ,not present ,0.00 ,0.00 ,
25/10/2024,10:00:00,22.34,-1.384,2.263,-0.56,1.00,-3.80,-0.711,-0.18,8.294,4.18,25.30 ,not present ,0.00 ,0.00 ,
25/10/2024,10:15:00,22.86,-2.179,2.301,-0.67,1.00,-3.80,-1.109,-0.29,8.276,4.18,25.60 ,not present ,0.00 ,0.00 ,
25/10/2024,10:30:00,23.22,-2.011,2.352,-0.65,1.00,-3.80,-1.059,-0.27,8.262,4.18,26.10 ,not present ,0.00 ,0.00 ,
25/10/2024,10:45:00,23.34,-2.027,2.749,-0.76,1.00,-3.80,-0.945,-0.27,8.258,4.18,26.40 ,not present ,0.00 ,0.00 ,
25/10/2024,11:00:00,23.75,-2.037,2.339,-0.64,1.00,-3.80,-1.016,-0.27,8.244,4.17,26.70 ,not present ,0.00 ,0.00 ,
25/10/2024,11:15:00,24.47,-2.375,2.663,-0.76,1.00,-3.80,-1.110,-0.32,8.219,4.17,27.20 ,not present ,0.00 ,0.00 ,
25/10/2024,11:30:00,24.86,-1.095,2.993,-0.67,1.00,-3.80,-0.635,-0.14,8.205,4.17,27.80 ,not present ,0.00 ,0.00 ,
25/10/2024,11:45:00,25.13,-2.119,2.944,-0.79,1.00,-3.80,-1.145,-0.28,8.194,4.17,28.20 ,not present ,0.00 ,0.00 ,
25/10/2024,12:00:00,25.43,-2.417,2.579,-0.73,1.00,-3.80,-1.249,-0.32,8.184,4.17,28.50 ,not present ,0.00 ,0.00 ,
25/10/2024,12:15:00,25.83,-1.935,3.030,-0.77,1.00,-3.80,-0.926,-0.25,8.168,4.17,28.70 ,not present ,0.00 ,0.00 ,
25/10/2024,12:30:00,25.81,-1.508,3.581,-0.86,1.00,-3.80,-0.713,-0.20,8.168,4.17,29.00 ,not present ,0.00 ,0.00 ,
25/10/2024,12:45:00,25.77,-1.963,2.962,-0.76,1.00,-3.80,-1.047,-0.26,8.173,4.17,29.10 ,not present ,0.00 ,0.00 ,
25/10/2024,13:00:00,25.08,1.024,5.570,-1.06,1.00,-3.80,-0.001,0.13,8.198,4.17,29.20 ,not present ,0.00 ,0.00 ,
25/10/2024,13:15:00,24.66,-1.855,3.070,-0.80,1.00,-3.80,-1.022,-0.24,8.212,4.16,28.80 ,not present ,0.00 ,0.00 ,
25/10/2024,13:30:00,24.46,-1.409,3.439,-0.84,1.00,-3.80,-0.623,-0.18,8.219,4.19,36.50 ,present ,12.09 ,114.00 ,
25/10/2024,13:45:00,24.73,-1.921,2.946,-0.77,1.00,-3.80,-0.834,-0.25,8.208,4.19,32.80 ,present ,12.16 ,50.10 ,
25/10/2024,14:00:00,25.44,-2.155,2.772,-0.74,1.00,-3.80,-1.029,-0.28,8.184,4.19,31.70 ,present ,12.17 ,41.70 ,
25/10/2024,14:15:00,25.89,-1.738,3.350,-0.83,1.00,-3.80,-0.906,-0.23,8.168,4.19,31.50 ,present ,12.20 ,41.10 ,
25/10/2024,14:30:00,26.04,-1.899,3.229,-0.81,1.00,-3.80,-0.935,-0.25,8.161,4.19,31.80 ,present ,12.20 ,40.80 ,
25/10/2024,14:45:00,26.40,-2.270,3.124,-0.83,1.00,-3.80,-1.030,-0.30,8.148,4.19,31.90 ,present ,12.20 ,40.80 ,
25/10/2024,15:00:00,26.57,-1.898,3.692,-0.92,1.00,-3.80,-0.984,-0.25,8.145,4.19,31.90 ,present ,12.16 ,40.80 ,
25/10/2024,15:15:00,26.58,-2.064,3.301,-0.84,1.00,-3.80,-1.033,-0.27,8.145,4.19,32.09 ,present ,12.20 ,41.10 ,
25/10/2024,15:30:00,26.53,-1.221,4.235,-0.96,1.00,-3.80,-0.725,-0.16,8.145,4.19,32.20 ,present ,12.20 ,40.80 ,
25/10/2024,15:45:00,26.40,-2.547,3.283,-0.90,1.00,-3.80,-1.103,-0.34,8.148,4.19,30.50 ,not present ,0.00 ,0.00 ,
25/10/2024,16:00:00,26.56,-1.314,3.647,-0.83,1.00,-3.80,-0.752,-0.17,8.145,4.18,30.20 ,not present ,0.00 ,0.00 ,
25/10/2024,16:15:00,26.35,-1.332,3.560,-0.81,1.00,-3.80,-0.861,-0.17,8.152,4.18,29.80 ,not present ,0.00 ,0.00 ,
25/10/2024,16:30:00,26.42,-1.828,3.513,-0.87,1.00,-3.80,-0.944,-0.24,8.148,4.18,29.80 ,not present ,0.00 ,0.00 ,
25/10/2024,16:45:00,26.28,-1.879,4.131,-1.03,1.00,-3.80,-0.966,-0.25,8.154,4.18,29.70 ,not present ,0.00 ,0.00 ,
25/10/2024,17:00:00,26.42,-1.431,3.955,-0.93,1.00,-3.80,-0.788,-0.19,8.148,4.18,29.60 ,not present ,0.00 ,0.00 ,
25/10/2024,17:15:00,26.31,0.019,4.445,-0.86,1.00,-3.80,-0.348,0.00,8.152,4.18,29.50 ,not present ,0.00 ,0.00 ,
25/10/2024,17:30:00,26.23,-1.526,3.759,-0.89,1.00,-3.80,-0.837,-0.20,8.154,4.18,29.40 ,not present ,0.00 ,0.00 ,
25/10/2024,17:45:00,26.36,-1.674,4.008,-0.97,1.00,-3.80,-0.871,-0.22,8.152,4.17,29.40 ,not present ,0.00 ,0.00 ,
25/10/2024,18:00:00,26.30,-1.594,4.051,-0.97,1.00,-3.80,-0.911,-0.21,8.152,4.17,29.40 ,not present ,0.00 ,0.00 ,
25/10/2024,18:15:00,26.22,-1.296,3.875,-0.89,1.00,-3.80,-0.730,-0.17,8.154,4.17,29.30 ,not present ,0.00 ,0.00 ,
25/10/2024,18:30:00,26.13,-1.423,4.157,-0.98,1.00,-3.80,-0.704,-0.19,8.159,4.17,29.20 ,not present ,0.00 ,0.00 ,
25/10/2024,18:45:00,25.83,-1.148,4.016,-0.92,1.00,-3.80,-0.672,-0.15,8.168,4.17,29.10 ,not present ,0.00 ,0.00 ,
25/10/2024,19:00:00,25.71,-1.422,3.910,-0.93,1.00,-3.80,-0.852,-0.19,8.173,4.17,28.80 ,not present ,0.00 ,0.00 ,
25/10/2024,19:15:00,25.53,-1.224,3.883,-0.90,1.00,-3.80,-0.685,-0.16,8.180,4.17,28.70 ,not present ,0.00 ,0.00 ,
25/10/2024,19:30:00,25.34,-0.910,3.990,-0.89,1.00,-3.80,-0.625,-0.12,8.187,4.17,28.60 ,not present ,0.00 ,0.00 ,
25/10/2024,19:45:00,24.98,-0.843,4.022,-0.90,1.00,-3.80,-0.636,-0.11,8.201,4.17,28.30 ,not present ,0.00 ,0.00 ,
25/10/2024,20:00:00,24.74,-1.252,3.926,-0.94,1.00,-3.80,-0.657,-0.16,8.208,4.16,28.10 ,not present ,0.00 ,0.00 ,
25/10/2024,20:15:00,24.71,-0.738,3.936,-0.88,1.00,-3.80,-0.484,-0.09,8.208,4.16,27.90 ,not present ,0.00 ,0.00 ,
25/10/2024,20:30:00,24.54,-0.714,4.306,-0.98,1.00,-3.80,-0.537,-0.09,8.215,4.16,27.60 ,not present ,0.00 ,0.00 ,
25/10/2024,20:45:00,24.22,-0.834,4.062,-0.94,1.00,-3.80,-0.550,-0.11,8.226,4.16,27.40 ,not present ,0.00 ,0.00 ,
25/10/2024,21:00:00,24.24,-0.362,4.146,-0.89,1.00,-3.80,-0.353,-0.04,8.226,4.16,27.10 ,not present ,0.00 ,0.00 ,
25/10/2024,21:15:00,23.92,-0.835,4.136,-0.97,1.00,-3.80,-0.665,-0.11,8.237,4.16,27.00 ,not present ,0.00 ,0.00 ,
25/10/2024,21:30:00,23.91,-1.422,3.862,-0.97,1.00,-3.80,-0.809,-0.19,8.237,4.16,26.90 ,not present ,0.00 ,0.00 ,
25/10/2024,21:45:00,23.93,-0.794,3.701,-0.84,1.00,-3.80,-0.539,-0.10,8.237,4.15,26.80 ,not present ,0.00 ,0.00 ,
25/10/2024,22:00:00,23.81,-1.135,4.127,-1.01,1.00,-3.80,-0.688,-0.15,8.240,4.15,26.70 ,not present ,0.00 ,0.00 ,
25/10/2024,22:15:00,23.55,-1.574,3.581,-0.93,1.00,-3.80,-0.780,-0.21,8.251,4.15,26.60 ,not present ,0.00 ,0.00 ,
25/10/2024,22:30:00,23.70,-1.492,3.386,-0.86,1.00,-3.80,-0.850,-0.20,8.244,4.15,26.70 ,not present ,0.00 ,0.00 ,
25/10/2024,22:45:00,24.01,-1.698,3.284,-0.85,1.00,-3.80,-0.948,-0.22,8.233,4.15,26.50 ,not present ,0.00 ,0.00 ,
25/10/2024,23:00:00,23.64,-0.114,4.219,-0.90,1.00,-3.80,-0.361,-0.01,8.247,4.15,26.30 ,not present ,0.00 ,0.00 ,
25/10/2024,23:15:00,22.92,0.004,3.827,-0.80,1.00,-3.80,-0.180,0.00,8.272,4.15,25.50 ,not present ,0.00 ,0.00 ,
25/10/2024,23:30:00,22.45,-0.165,3.494,-0.74,1.00,-3.80,-0.211,-0.02,8.290,4.15,24.90 ,not present ,0.00 ,0.00 ,
25/10/2024,23:45:00,22.05,-0.001,3.245,-0.66,1.00,-3.80,-0.182,0.00,8.305,4.15,24.20 ,not present ,0.00 ,0.00 ,
26/10/2024,00:00:00,21.62,0.065,3.035,-0.60,1.00,-3.80,-0.176,0.00,8.319,4.15,23.70 ,not present ,0.00 ,0.00 ,
26/10/2024,00:15:00,21.08,-0.006,2.792,-0.55,1.00,-3.80,-0.235,0.00,8.341,4.15,23.20 ,not present ,0.00 ,0.00 ,
26/10/2024,00:30:00,20.60,0.041,2.629,-0.51,1.00,-3.80,-0.281,0.00,8.355,4.14,22.80 ,not present ,0.00 ,0.00 ,
26/10/2024,00:45:00,20.20,0.002,2.485,-0.48,1.00,-3.80,-0.215,0.00,8.370,4.14,22.40 ,not present ,0.00 ,0.00 ,
26/10/2024,01:00:00,19.88,-0.069,2.402,-0.48,1.00,-3.80,-0.227,0.00,8.384,4.14,21.90 ,not present ,0.00 ,0.00 ,
26/10/2024,01:15:00,19.62,0.104,2.148,-0.38,1.00,-3.80,-0.136,0.01,8.392,4.14,21.70 ,not present ,0.00 ,0.00 ,
26/10/2024,01:30:00,19.43,-0.052,2.114,-0.39,1.00,-3.80,-0.292,0.00,8.399,4.14,21.40 ,not present ,0.00 ,0.00 ,
26/10/2024,01:45:00,19.32,0.038,1.966,-0.34,1.00,-3.80,-0.118,0.00,8.403,4.14,21.20 ,not present ,0.00 ,0.00 ,
26/10/2024,02:00:00,19.25,-0.059,1.849,-0.32,1.00,-3.80,-0.158,0.00,8.406,4.14,21.00 ,not present ,0.00 ,0.00 ,
26/10/2024,02:15:00,19.07,-0.195,1.783,-0.32,1.00,-3.80,-0.297,-0.02,8.414,4.14,20.90 ,not present ,0.00 ,0.00 ,
26/10/2024,02:30:00,18.99,-0.139,1.719,-0.29,1.00,-3.80,-0.093,-0.01,8.417,4.13,20.70 ,not present ,0.00 ,0.00 ,
26/10/2024,02:45:00,18.96,-0.110,1.748,-0.30,1.00,-3.80,-0.187,-0.01,8.417,4.13,20.70 ,not present ,0.00 ,0.00 ,
26/10/2024,03:00:00,18.93,-0.232,1.659,-0.29,1.00,-3.80,-0.178,-0.03,8.417,4.13,20.60 ,not present ,0.00 ,0.00 ,
26/10/2024,03:15:00,18.81,0.030,1.587,-0.23,1.00,-3.80,-0.075,0.00,8.421,4.13,20.50 ,not present ,0.00 ,0.00 ,
26/10/2024,03:30:00,18.75,-0.103,1.519,-0.23,1.00,-3.80,-0.202,-0.01,8.425,4.13,20.50 ,not present ,0.00 ,0.00 ,
26/10/2024,03:45:00,18.70,-0.254,1.496,-0.24,1.00,-3.80,-0.171,-0.03,8.425,4.13,20.40 ,not present ,0.00 ,0.00 ,
26/10/2024,04:00:00,18.72,-0.243,1.426,-0.22,1.00,-3.80,-0.164,-0.03,8.425,4.13,20.50 ,not present ,0.00 ,0.00 ,
26/10/2024,04:15:00,18.81,-0.277,1.359,-0.20,1.00,-3.80,-0.127,-0.03,8.421,4.13,20.29 ,not present ,0.00 ,0.00 ,
26/10/2024,04:30:00,18.89,-0.368,1.312,-0.20,1.00,-3.80,-0.215,-0.05,8.421,4.13,20.40 ,not present ,0.00 ,0.00 ,
26/10/2024,04:45:00,18.93,-0.350,1.295,-0.19,1.00,-3.80,-0.213,-0.04,8.417,4.12,20.40 ,not present ,0.00 ,0.00 ,
26/10/2024,05:00:00,18.92,-0.219,1.248,-0.16,1.00,-3.80,-0.246,-0.03,8.417,4.12,20.40 ,not present ,0.00 ,0.00 ,
26/10/2024,05:15:00,18.87,-0.220,1.239,-0.15,1.00,-3.80,-0.182,-0.03,8.421,4.12,20.50 ,not present ,0.00 ,0.00 ,
26/10/2024,05:30:00,18.88,-0.269,1.220,-0.15,1.00,-3.80,-0.294,-0.03,8.421,4.12,20.40 ,not present ,0.00 ,0.00 ,
