Serial Number:,PSY1N909
APP Serial #:,03000C42
Head Serial #:,4085
App Ver:,R1-7-8
COM Ver:,R2-6-8
Instrument Name:,2p 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
25/10/2024,06:45:00,19.58,-0.309,0.000,0.00,1.00,-3.80,-0.206,-0.04,8.395,3.79,22.70 ,present ,12.21 ,56.10 ,
25/10/2024,07:00:00,19.74,-1.352,0.270,0.00,1.00,-3.80,-0.863,-0.18,8.388,3.79,22.90 ,present ,12.21 ,56.10 ,
25/10/2024,07:15:00,20.51,-0.959,0.494,-0.01,1.00,-3.80,-0.330,-0.13,8.359,3.79,23.60 ,present ,12.21 ,56.70 ,
25/10/2024,07:30:00,20.96,-0.843,1.579,-0.31,1.00,-3.80,-0.988,-0.11,8.344,3.79,24.40 ,present ,12.21 ,56.70 ,
25/10/2024,07:45:00,21.31,-0.727,1.705,-0.33,1.00,-3.80,-0.950,-0.09,8.330,3.80,24.80 ,present ,12.21 ,56.10 ,
25/10/2024,08:00:00,21.41,-0.033,2.210,-0.38,1.00,-3.80,-0.851,0.00,8.326,3.80,25.40 ,present ,12.21 ,56.40 ,
25/10/2024,08:15:00,21.49,-0.628,2.113,-0.43,1.00,-3.80,-1.067,-0.08,8.326,3.80,25.60 ,present ,12.21 ,56.40 ,
25/10/2024,08:30:00,21.50,-0.389,2.256,-0.44,1.00,-3.80,-0.849,-0.05,8.323,3.80,26.00 ,present ,12.18 ,56.70 ,
25/10/2024,08:45:00,21.68,-0.573,2.069,-0.41,1.00,-3.80,-1.011,-0.07,8.319,3.80,26.00 ,present ,12.18 ,56.70 ,
25/10/2024,09:00:00,21.94,-1.241,2.173,-0.52,1.00,-3.80,-1.296,-0.16,8.308,3.81,26.20 ,present ,12.18 ,56.40 ,
25/10/2024,09:15:00,22.20,-0.944,2.026,-0.44,1.00,-3.80,-1.017,-0.12,8.297,3.79,23.30 ,not present ,0.00 ,0.00 ,
25/10/2024,09:30:00,22.22,-0.608,2.647,-0.57,1.00,-3.80,-0.923,-0.08,8.297,3.79,22.90 ,not present ,0.00 ,0.00 ,
25/10/2024,09:45:00,22.39,-1.078,2.209,-0.50,1.00,-3.80,-1.031,-0.14,8.294,3.79,22.90 ,not present ,0.00 ,0.00 ,
25/10/2024,10:00:00,22.53,-0.965,2.016,-0.43,1.00,-3.80,-0.996,-0.13,8.287,3.79,23.00 ,not present ,0.00 ,0.00 ,
25/10/2024,10:15:00,23.08,-1.674,2.251,-0.58,1.00,-3.80,-1.262,-0.22,8.269,3.79,23.40 ,not present ,0.00 ,0.00 ,
25/10/2024,10:30:00,23.48,-1.521,2.099,-0.51,1.00,-3.80,-1.304,-0.20,8.254,3.78,23.80 ,not present ,0.00 ,0.00 ,
25/10/2024,10:45:00,23.56,-1.635,2.909,-0.75,1.00,-3.80,-1.393,-0.22,8.251,3.78,24.00 ,not present ,0.00 ,0.00 ,
25/10/2024,11:00:00,23.98,-1.832,2.057,-0.54,1.00,-3.80,-1.428,-0.24,8.237,3.78,24.50 ,not present ,0.00 ,0.00 ,
25/10/2024,11:15:00,24.67,-1.635,2.401,-0.59,1.00,-3.80,-1.214,-0.22,8.212,3.78,25.00 ,not present ,0.00 ,0.00 ,
25/10/2024,11:30:00,25.09,-0.821,3.012,-0.63,1.00,-3.80,-1.118,-0.11,8.198,3.78,25.60 ,not present ,0.00 ,0.00 ,
25/10/2024,11:45:00,25.37,-1.780,2.428,-0.60,1.00,-3.80,-1.378,-0.23,8.187,3.78,26.00 ,not present ,0.00 ,0.00 ,
25/10/2024,12:00:00,25.66,-1.531,2.151,-0.49,1.00,-3.80,-1.475,-0.20,8.175,3.78,26.20 ,not present ,0.00 ,0.00 ,
25/10/2024,12:15:00,26.00,-1.568,2.633,-0.62,1.00,-3.80,-1.440,-0.20,8.161,3.78,26.50 ,not present ,0.00 ,0.00 ,
25/10/2024,12:30:00,25.97,-1.345,2.668,-0.60,1.00,-3.80,-1.260,-0.18,8.166,3.78,27.00 ,not present ,0.00 ,0.00 ,
25/10/2024,12:45:00,26.00,-1.805,2.069,-0.50,1.00,-3.80,-1.572,-0.24,8.161,3.78,27.20 ,not present ,0.00 ,0.00 ,
25/10/2024,13:00:00,25.42,1.441,3.790,-0.52,1.00,-3.80,-0.760,0.19,8.184,3.78,27.20 ,not present ,0.00 ,0.00 ,
25/10/2024,13:15:00,25.02,-0.846,2.267,-0.44,1.00,-3.80,-1.772,-0.11,8.198,3.77,26.50 ,not present ,0.00 ,0.00 ,
25/10/2024,13:30:00,24.78,-0.453,2.466,-0.45,1.00,-3.80,-1.619,-0.06,8.208,3.79,30.30 ,present ,24.05 ,37.50 ,
25/10/2024,13:45:00,25.07,-1.042,2.389,-0.50,1.00,-3.80,-1.705,-0.14,8.198,3.80,31.50 ,present ,24.04 ,37.20 ,
25/10/2024,14:00:00,25.77,-1.492,2.505,-0.58,1.00,-3.80,-1.485,-0.19,8.173,3.81,32.30 ,present ,24.04 ,37.20 ,
25/10/2024,14:15:00,26.27,-1.020,2.734,-0.56,1.00,-3.80,-1.665,-0.13,8.154,3.81,32.70 ,present ,24.04 ,37.20 ,
25/10/2024,14:30:00,26.38,-0.876,2.923,-0.59,1.00,-3.80,-2.030,-0.11,8.152,3.81,33.50 ,present ,24.04 ,37.20 ,
25/10/2024,14:45:00,26.73,-1.035,2.893,-0.60,1.00,-3.80,-1.807,-0.13,8.137,3.82,33.50 ,present ,24.04 ,37.20 ,
25/10/2024,15:00:00,26.91,-0.677,4.099,-0.85,1.00,-3.80,-1.796,-0.09,8.130,3.82,34.09 ,present ,24.04 ,37.20 ,
25/10/2024,15:15:00,26.97,-1.076,2.878,-0.59,1.00,-3.80,-1.794,-0.14,8.130,3.83,34.20 ,present ,24.05 ,37.50 ,
25/10/2024,15:30:14,26.76,0.327,5.016,-0.95,1.00,-3.80,-1.342,0.04,8.137,3.83,34.59 ,present ,24.05 ,37.80 ,
25/10/2024,15:45:00,26.59,-1.713,2.821,-0.67,1.00,-3.80,-1.559,-0.22,8.145,3.84,34.00 ,present ,24.05 ,37.80 ,
25/10/2024,16:00:00,26.82,-0.213,3.334,-0.60,1.00,-3.80,-1.005,-0.02,8.134,3.85,34.09 ,present ,24.04 ,37.20 ,
25/10/2024,16:15:00,26.61,-0.513,3.112,-0.59,1.00,-3.80,-1.084,-0.06,8.141,3.85,34.20 ,present ,24.04 ,37.20 ,
25/10/2024,16:30:00,26.66,-1.099,3.063,-0.65,1.00,-3.80,-1.423,-0.14,8.141,3.86,34.00 ,present ,24.04 ,37.20 ,
25/10/2024,16:45:00,26.55,-1.191,3.653,-0.81,1.00,-3.80,-1.467,-0.15,8.145,3.87,34.00 ,present ,24.05 ,37.50 ,
25/10/2024,17:00:00,26.71,-0.810,3.451,-0.71,1.00,-3.80,-1.288,-0.10,8.137,3.88,34.00 ,present ,24.05 ,37.50 ,
25/10/2024,17:15:00,26.61,0.377,3.972,-0.68,1.00,-3.80,-0.728,0.05,8.141,3.88,33.70 ,present ,24.04 ,37.20 ,
25/10/2024,17:30:00,26.52,-1.113,3.141,-0.67,1.00,-3.80,-1.462,-0.14,8.145,3.89,33.70 ,present ,24.05 ,37.50 ,
25/10/2024,17:45:00,26.69,-0.918,3.414,-0.71,1.00,-3.80,-1.372,-0.12,8.141,3.89,33.59 ,present ,24.04 ,37.20 ,
25/10/2024,18:00:00,26.62,-0.914,3.474,-0.73,1.00,-3.80,-1.363,-0.12,8.141,3.90,33.70 ,present ,24.04 ,37.20 ,
25/10/2024,18:15:00,26.55,-0.796,3.315,-0.68,1.00,-3.80,-1.289,-0.10,8.145,3.90,33.70 ,present ,24.04 ,37.20 ,
25/10/2024,18:30:00,26.43,-0.838,3.537,-0.74,1.00,-3.80,-1.264,-0.11,8.148,3.91,33.40 ,present ,24.04 ,37.20 ,
25/10/2024,18:45:00,26.15,-0.665,3.454,-0.70,1.00,-3.80,-1.169,-0.08,8.159,3.91,33.20 ,present ,24.05 ,37.50 ,
25/10/2024,19:00:00,26.03,-0.817,3.262,-0.68,1.00,-3.80,-1.206,-0.10,8.161,3.92,33.09 ,present ,24.04 ,37.20 ,
25/10/2024,19:15:00,25.84,-0.722,3.232,-0.66,1.00,-3.80,-1.170,-0.09,8.168,3.93,32.90 ,present ,24.04 ,37.20 ,
25/10/2024,19:30:00,25.63,-0.422,3.449,-0.68,1.00,-3.80,-1.051,-0.05,8.175,3.93,32.59 ,present ,24.04 ,37.20 ,
25/10/2024,19:45:00,25.26,-0.733,3.626,-0.78,1.00,-3.80,-1.154,-0.09,8.191,3.94,32.50 ,present ,24.04 ,37.20 ,
25/10/2024,20:00:00,24.98,-0.503,3.484,-0.72,1.00,-3.80,-1.149,-0.06,8.201,3.95,32.09 ,present ,24.04 ,37.20 ,
25/10/2024,20:15:00,25.01,-0.370,3.260,-0.64,1.00,-3.80,-1.080,-0.04,8.198,3.95,32.00 ,present ,24.04 ,37.20 ,
25/10/2024,20:30:00,24.84,-0.091,3.729,-0.73,1.00,-3.80,-0.940,-0.01,8.205,3.96,32.00 ,present ,24.04 ,37.20 ,
25/10/2024,20:45:00,24.51,-0.234,3.578,-0.72,1.00,-3.80,-0.903,-0.03,8.215,3.96,31.80 ,present ,24.04 ,37.20 ,
25/10/2024,21:00:00,24.52,0.001,3.720,-0.72,1.00,-3.80,-0.850,0.00,8.215,3.97,31.30 ,present ,24.04 ,37.20 ,
25/10/2024,21:15:00,24.20,-0.272,3.661,-0.75,1.00,-3.80,-1.120,-0.03,8.226,3.97,31.40 ,present ,24.04 ,37.20 ,
25/10/2024,21:30:00,24.20,-0.882,3.377,-0.76,1.00,-3.80,-1.303,-0.11,8.226,3.98,31.20 ,present ,24.04 ,36.90 ,
25/10/2024,21:45:00,24.24,-0.598,3.480,-0.75,1.00,-3.80,-1.092,-0.08,8.226,3.98,31.10 ,present ,24.04 ,37.20 ,
25/10/2024,22:00:00,24.14,-0.672,3.712,-0.82,1.00,-3.80,-1.079,-0.09,8.229,3.99,31.10 ,present ,24.04 ,37.20 ,
25/10/2024,22:15:00,23.83,-0.650,3.110,-0.67,1.00,-3.80,-1.173,-0.08,8.240,4.00,30.70 ,present ,24.04 ,37.20 ,
25/10/2024,22:30:00,24.06,-0.808,3.029,-0.66,1.00,-3.80,-1.233,-0.10,8.233,4.02,30.80 ,present ,24.05 ,37.50 ,
25/10/2024,22:45:00,24.33,-0.870,3.113,-0.68,1.00,-3.80,-1.150,-0.11,8.222,4.03,30.90 ,present ,24.05 ,37.50 ,
25/10/2024,23:00:00,23.81,0.416,3.682,-0.68,1.00,-3.80,-0.842,0.05,8.240,4.04,30.40 ,present ,24.04 ,37.20 ,
25/10/2024,23:15:00,23.11,0.205,3.126,-0.57,1.00,-3.80,-0.776,0.02,8.265,4.05,29.60 ,present ,24.04 ,37.20 ,
25/10/2024,23:30:00,22.62,0.129,2.784,-0.50,1.00,-3.80,-0.800,0.01,8.283,4.06,29.00 ,present ,24.04 ,37.20 ,
25/10/2024,23:45:00,22.21,0.188,2.575,-0.44,1.00,-3.80,-0.777,0.02,8.297,4.07,28.20 ,present ,24.04 ,37.20 ,
26/10/2024,00:00:00,21.79,0.204,2.344,-0.38,1.00,-3.80,-0.762,0.02,8.315,4.07,27.90 ,present ,24.05 ,37.50 ,
26/10/2024,00:15:00,21.29,0.271,2.159,-0.33,1.00,-3.80,-0.615,0.03,8.333,4.08,27.20 ,present ,24.04 ,37.20 ,
26/10/2024,00:30:00,20.81,0.344,1.990,-0.28,1.00,-3.80,-0.710,0.04,8.348,4.09,26.50 ,present ,24.04 ,37.20 ,
26/10/2024,00:45:00,20.43,0.219,1.850,-0.26,1.00,-3.80,-0.617,0.03,8.362,4.10,26.00 ,present ,24.05 ,37.50 ,
26/10/2024,01:00:00,20.10,0.154,1.822,-0.26,1.00,-3.80,-0.561,0.02,8.373,4.10,25.70 ,present ,24.05 ,37.50 ,
26/10/2024,01:15:00,19.85,0.203,1.626,-0.20,1.00,-3.80,-0.566,0.02,8.384,4.11,25.30 ,present ,24.04 ,36.59 ,
26/10/2024,01:30:00,19.66,0.010,1.627,-0.23,1.00,-3.80,-0.511,0.00,8.392,4.12,25.00 ,present ,24.07 ,35.70 ,
26/10/2024,01:45:00,19.56,0.180,1.545,-0.18,1.00,-3.80,-0.503,0.02,8.395,4.13,24.90 ,present ,24.06 ,34.80 ,
26/10/2024,02:00:00,19.45,0.139,1.462,-0.17,1.00,-3.80,-0.494,0.01,8.399,4.14,24.50 ,present ,24.06 ,34.20 ,
26/10/2024,02:15:00,19.28,0.051,1.378,-0.15,1.00,-3.80,-0.617,0.00,8.406,4.14,24.20 ,present ,24.05 ,33.00 ,
26/10/2024,02:30:00,19.20,0.016,1.402,-0.17,1.00,-3.80,-0.559,0.00,8.406,4.15,23.80 ,present ,24.04 ,32.09 ,
26/10/2024,02:45:00,19.18,0.088,1.357,-0.14,1.00,-3.80,-0.523,0.01,8.410,4.15,23.20 ,present ,24.06 ,25.50 ,
26/10/2024,03:00:00,19.12,-0.022,1.328,-0.15,1.00,-3.80,-0.383,0.00,8.410,4.15,22.40 ,present ,24.08 ,23.10 ,
26/10/2024,03:15:00,18.97,0.101,1.304,-0.13,1.00,-3.80,-0.364,0.01,8.417,4.15,21.90 ,present ,24.07 ,22.20 ,
26/10/2024,03:30:00,18.94,0.001,1.246,-0.12,1.00,-3.80,-0.367,0.00,8.417,4.15,21.70 ,present ,24.07 ,22.20 ,
26/10/2024,03:45:00,18.86,-0.149,1.234,-0.14,1.00,-3.80,-0.461,-0.02,8.421,4.15,21.30 ,present ,24.06 ,21.60 ,
26/10/2024,04:00:00,18.87,-0.157,1.187,-0.13,1.00,-3.80,-0.353,-0.02,8.421,4.15,21.00 ,present ,24.07 ,21.90 ,
26/10/2024,04:15:00,18.93,-0.187,1.143,-0.12,1.00,-3.80,-0.374,-0.02,8.417,4.15,21.00 ,present ,24.06 ,21.30 ,
26/10/2024,04:30:00,19.01,-0.188,1.124,-0.11,1.00,-3.80,-0.363,-0.02,8.414,4.15,20.90 ,present ,24.06 ,21.30 ,
26/10/2024,04:45:00,19.04,-0.166,1.092,-0.10,1.00,-3.80,-0.467,-0.02,8.414,4.15,21.00 ,present ,24.06 ,21.30 ,
26/10/2024,05:00:00,19.04,-0.225,1.106,-0.11,1.00,-3.80,-0.439,-0.03,8.414,4.15,21.20 ,present ,24.06 ,21.30 ,
26/10/2024,05:15:00,18.97,-0.151,1.065,-0.09,1.00,-3.80,-0.323,-0.02,8.417,4.15,21.00 ,present ,24.06 ,21.30 ,
26/10/2024,05:30:00,18.99,-0.246,1.036,-0.09,1.00,-3.80,-0.290,-0.03,8.417,4.15,20.90 ,present ,24.06 ,21.60 ,
26/10/2024,05:45:00,18.94,-0.012,1.032,-0.06,1.00,-3.80,-0.347,0.00,8.417,4.15,21.20 ,present ,24.06 ,21.30 ,
26/10/2024,06:00:00,19.08,-0.257,0.986,-0.08,1.00,-3.80,-0.308,-0.03,8.414,4.15,20.80 ,present ,24.06 ,21.60 ,
26/10/2024,06:15:00,19.11,-0.145,1.048,-0.08,1.00,-3.80,-0.371,-0.02,8.410,4.15,20.90 ,present ,24.06 ,21.00 ,
26/10/2024,06:30:00,18.99,-0.158,1.110,-0.10,1.00,-3.80,-0.237,-0.02,8.417,4.15,21.00 ,present ,24.06 ,21.60 ,
26/10/2024,06:45:00,18.74,-0.010,1.209,-0.12,1.00,-3.80,-0.397,0.00,8.425,4.15,20.90 ,present ,24.06 ,21.30 ,
26/10/2024,07:00:00,18.94,-1.203,0.861,-0.17,1.00,-3.80,-0.792,-0.16,8.417,4.15,20.90 ,present ,24.06 ,21.60 ,
