24/10/2024,12:00:00,,,,,,,,,,0.00,25.00 ,present ,23.94 ,23.70 ,skipped: low power,
24/10/2024,12:15:00,,,,,,,,,,0.00,25.00 ,present ,23.94 ,23.70 ,skipped: low power,
24/10/2024,12:30:00,,,,,,,,,,0.00,25.00 ,present ,23.98 ,10.20 ,skipped: low power,
24/10/2024,12:45:00,,,,,,,,,,3.51,39.70 ,present ,23.88 ,102.00 ,skipped: low power,
Serial Number:,PSY1N906
APP Serial #:,03000C96
Head Serial #:,4070
App Ver:,R1-7-8
COM Ver:,R2-6-8
Instrument Name:,
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
24/10/2024,15:30:00,25.88,-1.571,0.803,-0.15,1.00,-3.80,-0.637,-0.21,8.168,3.89,51.80 ,present ,23.82 ,122.70 ,
24/10/2024,15:45:00,26.40,-1.274,0.654,-0.07,1.00,-3.80,-0.330,-0.17,8.148,3.92,52.00 ,present ,23.86 ,122.40 ,
24/10/2024,16:00:01,25.38,1.393,2.655,-0.24,1.00,-3.80,0.124,0.18,8.187,3.95,47.10 ,present ,12.34 ,168.30 ,
24/10/2024,16:15:00,24.29,-0.687,1.806,-0.31,1.00,-3.80,-0.397,-0.09,8.226,3.97,43.70 ,present ,12.35 ,168.90 ,
24/10/2024,16:30:00,24.32,0.623,1.806,-0.13,1.00,-3.80,0.096,0.08,8.222,3.96,33.00 ,not present ,0.00 ,0.00 ,
24/10/2024,16:45:00,24.24,0.133,1.575,-0.14,1.00,-3.80,0.157,0.01,8.226,4.00,40.09 ,present ,12.31 ,169.50 ,
24/10/2024,17:00:00,24.09,-0.687,1.239,-0.16,1.00,-3.80,-0.400,-0.09,8.233,4.04,40.90 ,present ,12.31 ,169.50 ,
24/10/2024,17:15:00,23.88,-1.048,1.083,-0.17,1.00,-3.80,-0.611,-0.14,8.240,4.06,41.10 ,present ,12.24 ,169.50 ,
24/10/2024,17:30:00,23.79,-0.960,1.155,-0.18,1.00,-3.80,-0.565,-0.12,8.244,4.09,41.50 ,present ,12.21 ,169.50 ,
24/10/2024,17:45:00,23.90,-0.825,1.291,-0.19,1.00,-3.80,-0.486,-0.11,8.237,4.12,41.40 ,present ,12.21 ,169.50 ,
24/10/2024,18:00:00,24.00,-0.707,1.387,-0.20,1.00,-3.80,-0.477,-0.09,8.233,4.15,39.59 ,present ,12.20 ,123.30 ,
24/10/2024,18:15:00,23.72,-0.060,2.042,-0.30,1.00,-3.80,-0.283,0.00,8.244,4.15,32.40 ,present ,12.26 ,48.60 ,
24/10/2024,18:30:00,23.47,0.328,1.900,-0.21,1.00,-3.80,0.165,0.04,8.254,4.15,29.20 ,present ,12.25 ,39.00 ,
24/10/2024,18:45:00,23.39,-0.512,1.089,-0.10,1.00,-3.80,-0.265,-0.06,8.258,4.15,27.50 ,present ,12.24 ,37.20 ,
24/10/2024,19:00:00,23.47,-0.605,1.209,-0.15,1.00,-3.80,-0.274,-0.08,8.254,4.15,26.90 ,present ,12.24 ,36.90 ,
24/10/2024,19:15:00,23.42,-0.472,1.356,-0.17,1.00,-3.80,-0.289,-0.06,8.254,4.15,26.70 ,present ,12.20 ,36.90 ,
24/10/2024,19:30:00,23.32,-0.391,1.324,-0.15,1.00,-3.80,-0.201,-0.05,8.258,4.15,26.40 ,present ,12.27 ,36.59 ,
24/10/2024,19:45:00,23.33,-0.461,1.304,-0.15,1.00,-3.80,-0.329,-0.06,8.258,4.15,26.20 ,present ,12.27 ,36.59 ,
24/10/2024,20:00:00,23.27,-0.513,1.395,-0.19,1.00,-3.80,-0.258,-0.06,8.262,4.15,26.00 ,present ,12.27 ,36.30 ,
24/10/2024,20:15:00,22.90,-0.380,1.446,-0.19,1.00,-3.80,-0.282,-0.05,8.272,4.15,25.80 ,present ,12.27 ,36.00 ,
24/10/2024,20:30:00,22.63,-0.498,1.316,-0.17,1.00,-3.80,-0.387,-0.06,8.283,4.15,25.50 ,present ,12.30 ,35.70 ,
24/10/2024,20:45:00,22.42,-0.515,1.258,-0.16,1.00,-3.80,-0.239,-0.07,8.290,4.15,25.00 ,present ,12.30 ,35.70 ,
24/10/2024,21:00:00,22.27,-0.485,1.405,-0.20,1.00,-3.80,-0.354,-0.06,8.297,4.15,24.90 ,present ,12.30 ,35.70 ,
24/10/2024,21:15:00,22.37,-0.660,1.057,-0.12,1.00,-3.80,-0.413,-0.08,8.294,4.15,24.80 ,present ,12.30 ,35.70 ,
24/10/2024,21:30:00,22.71,-0.634,1.099,-0.13,1.00,-3.80,-0.371,-0.08,8.279,4.14,24.90 ,present ,12.30 ,35.70 ,
24/10/2024,21:45:00,22.79,-0.612,1.165,-0.14,1.00,-3.80,-0.378,-0.08,8.279,4.15,25.20 ,present ,12.27 ,36.00 ,
24/10/2024,22:00:00,22.62,-0.453,1.253,-0.15,1.00,-3.80,-0.217,-0.06,8.283,4.14,25.10 ,present ,12.26 ,35.70 ,
24/10/2024,22:15:00,22.54,-0.556,1.100,-0.12,1.00,-3.80,-0.263,-0.07,8.287,4.15,25.10 ,present ,12.26 ,35.70 ,
24/10/2024,22:30:00,22.65,-0.677,1.084,-0.13,1.00,-3.80,-0.368,-0.09,8.283,4.15,25.10 ,present ,12.26 ,35.40 ,
24/10/2024,22:45:00,22.82,-0.669,1.066,-0.12,1.00,-3.80,-0.291,-0.09,8.276,4.15,24.90 ,present ,12.26 ,35.70 ,
24/10/2024,23:00:00,22.49,-0.136,1.103,-0.06,1.00,-3.80,-0.170,-0.01,8.290,4.15,24.70 ,present ,12.26 ,35.40 ,
24/10/2024,23:15:00,21.94,-0.233,0.000,0.00,1.00,-3.80,-0.046,-0.03,8.308,4.15,24.00 ,present ,12.26 ,35.09 ,
24/10/2024,23:30:00,21.49,-0.309,0.000,0.00,1.00,-3.80,0.179,-0.04,8.326,4.14,23.40 ,present ,12.26 ,34.80 ,
24/10/2024,23:45:00,21.12,-0.319,0.000,0.00,1.00,-3.80,0.131,-0.04,8.337,4.15,22.90 ,present ,12.25 ,34.50 ,
25/10/2024,00:00:00,20.85,-0.435,0.000,0.00,1.00,-3.80,0.135,-0.05,8.348,4.14,22.40 ,present ,12.26 ,35.09 ,
25/10/2024,00:15:00,20.64,-0.498,0.000,0.00,1.00,-3.80,0.088,-0.06,8.355,4.14,22.00 ,present ,12.26 ,34.80 ,
25/10/2024,00:30:00,20.46,-0.478,0.000,0.00,1.00,-3.80,0.190,-0.06,8.362,4.14,21.80 ,present ,12.26 ,34.80 ,
25/10/2024,00:45:00,20.33,-0.443,0.000,0.00,1.00,-3.80,0.140,-0.06,8.366,4.14,21.50 ,present ,12.25 ,34.50 ,
25/10/2024,01:00:00,20.20,-0.472,0.000,0.00,1.00,-3.80,0.112,-0.06,8.370,4.14,21.40 ,present ,12.26 ,34.80 ,
25/10/2024,01:15:00,20.11,-0.524,0.000,0.00,1.00,-3.80,0.168,-0.07,8.373,4.14,21.30 ,present ,12.22 ,35.09 ,
25/10/2024,01:30:00,20.04,-0.501,0.000,0.00,1.00,-3.80,0.112,-0.06,8.377,4.14,21.20 ,present ,12.22 ,34.80 ,
25/10/2024,01:45:00,19.95,-0.427,0.000,0.00,1.00,-3.80,-0.008,-0.05,8.381,4.14,21.10 ,present ,12.22 ,35.09 ,
25/10/2024,02:00:00,19.87,-0.590,0.000,0.00,1.00,-3.80,0.150,-0.08,8.384,4.15,21.00 ,present ,12.22 ,35.09 ,
25/10/2024,02:15:00,19.78,-0.457,0.000,0.00,1.00,-3.80,0.176,-0.06,8.388,4.14,20.90 ,present ,12.22 ,35.09 ,
25/10/2024,02:30:00,19.71,-0.397,0.000,0.00,1.00,-3.80,0.023,-0.05,8.388,4.14,20.80 ,present ,12.22 ,35.09 ,
25/10/2024,02:45:00,19.64,-0.504,0.000,0.00,1.00,-3.80,0.048,-0.06,8.392,4.14,20.70 ,present ,12.23 ,35.40 ,
25/10/2024,03:00:00,19.59,-0.532,0.000,0.00,1.00,-3.80,-0.064,-0.07,8.395,4.14,20.60 ,present ,12.23 ,35.40 ,
25/10/2024,03:15:00,19.55,-0.438,0.000,0.00,1.00,-3.80,0.148,-0.06,8.395,4.14,20.60 ,present ,12.22 ,35.09 ,
25/10/2024,03:30:00,19.54,-0.377,0.000,0.00,1.00,-3.80,0.048,-0.05,8.395,4.15,20.70 ,present ,12.22 ,35.09 ,
25/10/2024,03:45:00,19.52,-0.331,0.000,0.00,1.00,-3.80,0.077,-0.04,8.395,4.14,20.60 ,present ,12.19 ,35.09 ,
25/10/2024,04:00:00,19.49,-0.449,0.000,0.00,1.00,-3.80,0.076,-0.06,8.399,4.14,20.50 ,present ,12.19 ,35.09 ,
25/10/2024,04:15:00,19.49,-0.564,0.000,0.00,1.00,-3.80,0.045,-0.07,8.399,4.14,20.40 ,present ,12.19 ,35.09 ,
25/10/2024,04:30:00,19.45,-0.541,0.000,0.00,1.00,-3.80,0.026,-0.07,8.399,4.14,20.50 ,present ,12.19 ,34.80 ,
25/10/2024,04:45:00,19.39,-0.383,0.000,0.00,1.00,-3.80,0.014,-0.05,8.403,4.15,20.40 ,present ,12.19 ,35.09 ,
25/10/2024,05:00:00,19.31,-0.386,0.000,0.00,1.00,-3.80,0.038,-0.05,8.403,4.14,20.40 ,present ,12.19 ,35.09 ,
25/10/2024,05:15:00,19.26,-0.428,0.000,0.00,1.00,-3.80,0.026,-0.05,8.406,4.14,20.29 ,present ,12.19 ,34.80 ,
25/10/2024,05:30:00,19.20,-0.376,0.000,0.00,1.00,-3.80,-0.003,-0.05,8.406,4.15,20.29 ,present ,12.19 ,35.09 ,
25/10/2024,05:45:00,19.13,-0.355,0.000,0.00,1.00,-3.80,0.068,-0.04,8.410,4.15,20.10 ,present ,12.19 ,35.09 ,
25/10/2024,06:00:00,19.10,-0.380,0.000,0.00,1.00,-3.80,0.023,-0.05,8.410,4.14,20.20 ,present ,12.19 ,35.09 ,
25/10/2024,06:15:00,19.10,-0.325,0.000,0.00,1.00,-3.80,-0.033,-0.04,8.410,4.14,20.20 ,present ,12.19 ,34.80 ,
25/10/2024,06:30:00,19.13,-0.435,0.000,0.00,1.00,-3.80,0.178,-0.06,8.410,4.15,20.10 ,present ,12.19 ,34.80 ,
25/10/2024,06:45:00,19.15,-0.394,0.000,0.00,1.00,-3.80,0.028,-0.05,8.410,4.14,20.20 ,present ,12.15 ,35.40 ,
25/10/2024,07:00:00,19.19,-0.718,0.000,0.00,1.00,-3.80,-0.312,-0.09,8.410,4.14,20.29 ,present ,12.15 ,35.40 ,
25/10/2024,07:15:00,19.78,-0.699,0.000,0.00,1.00,-3.80,-0.177,-0.09,8.388,4.14,21.10 ,present ,12.16 ,35.70 ,
25/10/2024,07:30:00,20.24,-0.996,0.000,0.00,1.00,-3.80,0.117,-0.13,8.370,4.14,21.90 ,present ,12.16 ,36.00 ,
25/10/2024,07:45:00,20.62,-1.004,0.000,0.00,1.00,-3.80,0.129,-0.13,8.355,4.14,22.40 ,present ,12.16 ,35.70 ,
25/10/2024,08:00:00,20.81,-1.109,0.000,0.00,1.00,-3.80,0.192,-0.15,8.348,4.15,22.80 ,present ,12.16 ,36.00 ,
25/10/2024,08:15:00,20.86,-1.238,0.000,0.00,1.00,-3.80,0.344,-0.16,8.348,4.15,23.10 ,present ,12.16 ,36.00 ,
25/10/2024,08:30:00,20.88,-1.256,0.000,0.00,1.00,-3.80,0.427,-0.17,8.348,4.15,23.30 ,present ,12.16 ,35.70 ,
25/10/2024,08:45:00,20.98,-1.371,0.000,0.00,1.00,-3.80,0.405,-0.18,8.344,4.14,23.20 ,present ,12.16 ,35.70 ,
25/10/2024,09:00:00,21.18,-1.499,0.000,0.00,1.00,-3.80,0.182,-0.20,8.337,4.15,23.50 ,present ,12.15 ,35.09 ,
25/10/2024,09:15:00,21.41,-1.474,0.000,0.00,1.00,-3.80,0.259,-0.20,8.326,4.14,22.30 ,not present ,0.00 ,0.00 ,
25/10/2024,09:30:00,21.54,-1.400,0.000,0.00,1.00,-3.80,0.232,-0.19,8.323,4.13,22.40 ,not present ,0.00 ,0.00 ,
25/10/2024,09:45:00,21.72,-1.435,0.000,0.00,1.00,-3.80,0.286,-0.19,8.315,4.13,22.40 ,not present ,0.00 ,0.00 ,
25/10/2024,10:00:00,21.85,-1.334,0.000,0.00,1.00,-3.80,0.216,-0.18,8.312,4.13,22.60 ,not present ,0.00 ,0.00 ,
25/10/2024,10:15:00,22.35,-1.575,0.000,0.00,1.00,-3.80,0.036,-0.21,8.294,4.13,22.90 ,not present ,0.00 ,0.00 ,
25/10/2024,10:30:00,22.73,-1.528,0.000,0.00,1.00,-3.80,0.030,-0.20,8.279,4.13,23.50 ,not present ,0.00 ,0.00 ,
25/10/2024,10:45:00,22.87,-1.580,0.000,0.00,1.00,-3.80,-0.041,-0.21,8.276,4.13,23.80 ,not present ,0.00 ,0.00 ,
25/10/2024,11:00:00,23.26,-1.596,0.000,0.00,1.00,-3.80,-0.021,-0.21,8.262,4.13,24.20 ,not present ,0.00 ,0.00 ,
25/10/2024,11:15:00,23.88,-1.712,0.157,-0.01,1.00,-3.80,-0.054,-0.23,8.240,4.12,24.50 ,not present ,0.00 ,0.00 ,
25/10/2024,11:30:00,24.39,-1.515,0.297,-0.02,1.00,-3.80,0.265,-0.20,8.222,4.12,25.10 ,not present ,0.00 ,0.00 ,
25/10/2024,11:45:00,24.57,-1.524,0.000,0.00,1.00,-3.80,0.237,-0.20,8.215,4.12,25.50 ,not present ,0.00 ,0.00 ,
25/10/2024,12:00:00,24.86,-1.685,0.269,-0.03,1.00,-3.80,0.038,-0.22,8.205,4.12,26.00 ,not present ,0.00 ,0.00 ,
25/10/2024,12:15:00,24.93,-1.609,0.403,-0.05,1.00,-3.80,0.092,-0.21,8.201,4.12,26.30 ,not present ,0.00 ,0.00 ,
25/10/2024,12:30:00,24.87,-1.636,0.444,-0.07,1.00,-3.80,0.124,-0.22,8.205,4.12,26.40 ,not present ,0.00 ,0.00 ,
25/10/2024,12:45:00,24.91,-1.781,0.407,-0.08,1.00,-3.80,-0.207,-0.23,8.201,4.12,26.30 ,not present ,0.00 ,0.00 ,
25/10/2024,13:00:00,24.53,-1.054,1.230,-0.20,1.00,-3.80,0.759,-0.14,8.215,4.11,26.40 ,not present ,0.00 ,0.00 ,
25/10/2024,13:15:00,24.04,-0.822,0.000,0.00,1.00,-3.80,0.171,-0.11,8.233,4.13,26.10 ,present ,USB ,USB ,
25/10/2024,13:30:00,23.91,-0.744,0.668,-0.01,1.00,-3.80,-0.098,-0.10,8.237,4.14,32.09 ,present ,12.12 ,90.00 ,
25/10/2024,13:45:00,24.18,-1.041,0.000,0.00,1.00,-3.80,-0.251,-0.14,8.229,4.15,29.00 ,present ,12.18 ,43.20 ,
25/10/2024,14:00:00,24.91,-1.193,0.448,-0.01,1.00,-3.80,-0.127,-0.16,8.201,4.15,28.30 ,present ,12.20 ,36.90 ,
25/10/2024,14:15:00,25.48,-1.167,0.488,-0.02,1.00,-3.80,-0.098,-0.15,8.184,4.15,28.40 ,present ,12.19 ,36.00 ,
25/10/2024,14:30:00,25.42,-1.139,0.589,-0.04,1.00,-3.80,-0.203,-0.15,8.184,4.15,28.50 ,present ,12.19 ,36.00 ,
25/10/2024,14:45:00,25.84,-1.345,0.492,-0.04,1.00,-3.80,-0.272,-0.18,8.168,4.15,28.70 ,present ,12.19 ,35.70 ,
25/10/2024,15:00:00,25.74,-0.489,1.355,-0.15,1.00,-3.80,0.028,-0.06,8.173,4.15,28.80 ,present ,12.19 ,35.70 ,
25/10/2024,15:15:00,25.87,-0.961,0.958,-0.11,1.00,-3.80,-0.391,-0.12,8.168,4.15,29.00 ,present ,12.19 ,35.70 ,
25/10/2024,15:30:00,25.66,1.164,2.456,-0.21,1.00,-3.80,0.448,0.15,8.175,4.15,29.10 ,present ,12.19 ,35.70 ,
25/10/2024,15:45:00,25.75,-1.040,1.031,-0.14,1.00,-3.80,-0.587,-0.13,8.173,4.14,27.40 ,not present ,0.00 ,0.00 ,
25/10/2024,16:00:00,25.70,1.310,1.994,-0.07,1.00,-3.80,0.684,0.17,8.173,4.14,27.20 ,not present ,0.00 ,0.00 ,
25/10/2024,16:15:00,25.39,0.629,1.881,-0.14,1.00,-3.80,0.073,0.08,8.187,4.13,26.90 ,not present ,0.00 ,0.00 ,
25/10/2024,16:30:00,25.61,-0.896,1.143,-0.15,1.00,-3.80,-0.475,-0.12,8.175,4.13,26.80 ,not present ,0.00 ,0.00 ,
25/10/2024,16:45:00,25.60,-0.679,1.215,-0.14,1.00,-3.80,-0.434,-0.09,8.175,4.13,26.80 ,not present ,0.00 ,0.00 ,
25/10/2024,17:00:00,25.76,-0.602,1.249,-0.13,1.00,-3.80,-0.404,-0.08,8.173,4.13,26.80 ,not present ,0.00 ,0.00 ,
25/10/2024,17:15:00,25.71,-0.053,1.636,-0.16,1.00,-3.80,-0.027,0.00,8.173,4.13,26.80 ,not present ,0.00 ,0.00 ,
25/10/2024,17:30:00,25.58,-0.627,1.335,-0.16,1.00,-3.80,-0.430,-0.08,8.180,4.13,26.60 ,not present ,0.00 ,0.00 ,
25/10/2024,17:45:00,25.72,-0.614,1.278,-0.14,1.00,-3.80,-0.409,-0.08,8.173,4.13,26.60 ,not present ,0.00 ,0.00 ,
25/10/2024,18:00:00,25.65,-0.510,1.482,-0.18,1.00,-3.80,-0.202,-0.06,8.175,4.12,26.60 ,not present ,0.00 ,0.00 ,
25/10/2024,18:15:00,25.59,-0.504,1.385,-0.16,1.00,-3.80,-0.477,-0.06,8.180,4.12,26.50 ,not present ,0.00 ,0.00 ,
25/10/2024,18:30:00,25.57,-0.320,1.562,-0.18,1.00,-3.80,-0.207,-0.04,8.180,4.12,26.40 ,not present ,0.00 ,0.00 ,
25/10/2024,18:45:00,25.44,-0.303,1.534,-0.17,1.00,-3.80,-0.241,-0.04,8.184,4.12,26.30 ,not present ,0.00 ,0.00 ,
25/10/2024,19:00:00,25.28,-0.348,1.613,-0.20,1.00,-3.80,-0.324,-0.04,8.191,4.12,26.20 ,not present ,0.00 ,0.00 ,
25/10/2024,19:15:00,25.09,-0.323,1.518,-0.17,1.00,-3.80,-0.294,-0.04,8.198,4.12,26.00 ,not present ,0.00 ,0.00 ,
25/10/2024,19:30:00,24.93,-0.468,1.584,-0.21,1.00,-3.80,-0.308,-0.06,8.201,4.12,25.90 ,not present ,0.00 ,0.00 ,
25/10/2024,19:45:00,24.70,-0.373,1.600,-0.21,1.00,-3.80,-0.262,-0.05,8.208,4.12,25.60 ,not present ,0.00 ,0.00 ,
25/10/2024,20:00:00,24.49,-0.509,1.588,-0.22,1.00,-3.80,-0.379,-0.06,8.219,4.11,25.20 ,not present ,0.00 ,0.00 ,
25/10/2024,20:15:00,24.35,-0.389,1.641,-0.22,1.00,-3.80,-0.353,-0.05,8.222,4.11,25.20 ,not present ,0.00 ,0.00 ,
25/10/2024,20:30:00,24.15,-0.272,1.544,-0.18,1.00,-3.80,-0.220,-0.03,8.229,4.11,24.90 ,not present ,0.00 ,0.00 ,
25/10/2024,20:45:00,23.94,-0.435,1.536,-0.21,1.00,-3.80,-0.277,-0.05,8.237,4.11,24.60 ,not present ,0.00 ,0.00 ,
25/10/2024,21:00:00,23.77,-0.351,1.444,-0.17,1.00,-3.80,-0.220,-0.04,8.244,4.11,24.50 ,not present ,0.00 ,0.00 ,
25/10/2024,21:15:00,23.58,-0.468,1.469,-0.20,1.00,-3.80,-0.338,-0.06,8.251,4.11,24.20 ,not present ,0.00 ,0.00 ,
25/10/2024,21:30:00,23.48,-0.449,1.436,-0.19,1.00,-3.80,-0.306,-0.06,8.254,4.11,24.00 ,not present ,0.00 ,0.00 ,
25/10/2024,21:45:00,23.42,-0.397,1.477,-0.19,1.00,-3.80,-0.329,-0.05,8.254,4.11,24.00 ,not present ,0.00 ,0.00 ,
25/10/2024,22:00:00,23.30,-0.299,1.414,-0.16,1.00,-3.80,-0.195,-0.04,8.258,4.11,23.90 ,not present ,0.00 ,0.00 ,
25/10/2024,22:15:00,23.03,-0.490,1.506,-0.22,1.00,-3.80,-0.339,-0.06,8.269,4.10,23.80 ,not present ,0.00 ,0.00 ,
25/10/2024,22:30:00,23.15,-0.558,1.259,-0.16,1.00,-3.80,-0.309,-0.07,8.265,4.10,23.60 ,not present ,0.00 ,0.00 ,
25/10/2024,22:45:00,23.38,-0.784,1.253,-0.18,1.00,-3.80,-0.348,-0.10,8.258,4.10,23.70 ,not present ,0.00 ,0.00 ,
25/10/2024,23:00:00,23.09,0.095,1.286,-0.08,1.00,-3.80,-0.110,0.01,8.269,4.10,23.40 ,not present ,0.00 ,0.00 ,
25/10/2024,23:15:00,22.55,-0.012,0.000,0.00,1.00,-3.80,-0.098,0.00,8.287,4.10,22.80 ,not present ,0.00 ,0.00 ,
25/10/2024,23:30:00,22.10,-0.139,0.000,0.00,1.00,-3.80,-0.134,-0.01,8.301,4.10,22.00 ,not present ,0.00 ,0.00 ,
25/10/2024,23:45:00,21.73,-0.192,0.000,0.00,1.00,-3.80,0.127,-0.02,8.315,4.10,21.60 ,not present ,0.00 ,0.00 ,
26/10/2024,00:00:00,21.27,-0.135,0.000,0.00,1.00,-3.80,0.232,-0.01,8.333,4.10,21.10 ,not present ,0.00 ,0.00 ,
26/10/2024,00:15:00,20.68,-0.120,0.000,0.00,1.00,-3.80,0.130,-0.01,8.355,4.09,20.60 ,not present ,0.00 ,0.00 ,
26/10/2024,00:30:00,20.15,-0.203,0.000,0.00,1.00,-3.80,0.242,-0.02,8.373,4.09,20.20 ,not present ,0.00 ,0.00 ,
26/10/2024,00:45:00,19.76,-0.025,0.000,0.00,1.00,-3.80,0.271,0.00,8.388,4.09,19.70 ,not present ,0.00 ,0.00 ,
26/10/2024,01:00:00,19.52,-0.314,0.000,0.00,1.00,-3.80,0.171,-0.04,8.395,4.09,19.40 ,not present ,0.00 ,0.00 ,
26/10/2024,01:15:00,19.40,-0.281,0.000,0.00,1.00,-3.80,0.091,-0.03,8.399,4.09,19.00 ,not present ,0.00 ,0.00 ,
26/10/2024,01:30:00,19.31,-0.369,0.000,0.00,1.00,-3.80,0.151,-0.05,8.403,4.09,18.79 ,not present ,0.00 ,0.00 ,
26/10/2024,01:45:00,19.24,-0.340,0.000,0.00,1.00,-3.80,0.048,-0.04,8.406,4.09,18.70 ,not present ,0.00 ,0.00 ,
26/10/2024,02:00:00,19.13,-0.290,0.000,0.00,1.00,-3.80,0.212,-0.04,8.410,4.09,18.60 ,not present ,0.00 ,0.00 ,
26/10/2024,02:15:00,19.00,-0.327,0.000,0.00,1.00,-3.80,0.168,-0.04,8.414,4.09,18.40 ,not present ,0.00 ,0.00 ,
26/10/2024,02:30:00,18.90,-0.419,0.000,0.00,1.00,-3.80,0.159,-0.05,8.417,4.09,18.40 ,not present ,0.00 ,0.00 ,
26/10/2024,02:45:00,18.88,-0.444,0.000,0.00,1.00,-3.80,0.112,-0.06,8.421,4.08,18.20 ,not present ,0.00 ,0.00 ,
26/10/2024,03:00:00,18.82,-0.530,0.000,0.00,1.00,-3.80,0.012,-0.07,8.421,4.08,18.20 ,not present ,0.00 ,0.00 ,
26/10/2024,03:15:00,18.75,-0.397,0.000,0.00,1.00,-3.80,0.050,-0.05,8.425,4.08,18.20 ,not present ,0.00 ,0.00 ,
26/10/2024,03:30:00,18.71,-0.394,0.000,0.00,1.00,-3.80,0.121,-0.05,8.425,4.08,18.10 ,not present ,0.00 ,0.00 ,
26/10/2024,03:45:00,18.61,-0.360,0.000,0.00,1.00,-3.80,0.051,-0.04,8.428,4.08,17.90 ,not present ,0.00 ,0.00 ,
26/10/2024,04:00:00,18.58,-0.403,0.000,0.00,1.00,-3.80,0.104,-0.05,8.432,4.08,18.00 ,not present ,0.00 ,0.00 ,
26/10/2024,04:15:00,18.63,-0.352,0.000,0.00,1.00,-3.80,0.087,-0.04,8.428,4.08,17.79 ,not present ,0.00 ,0.00 ,
26/10/2024,04:30:00,18.65,-0.461,0.000,0.00,1.00,-3.80,0.118,-0.06,8.428,4.08,17.90 ,not present ,0.00 ,0.00 ,
26/10/2024,04:45:00,18.64,-0.404,0.000,0.00,1.00,-3.80,0.139,-0.05,8.428,4.08,17.79 ,not present ,0.00 ,0.00 ,
26/10/2024,05:00:00,18.61,-0.335,0.000,0.00,1.00,-3.80,0.192,-0.04,8.428,4.07,17.79 ,not present ,0.00 ,0.00 ,
26/10/2024,05:15:00,18.57,-0.395,0.000,0.00,1.00,-3.80,0.105,-0.05,8.432,4.07,17.79 ,not present ,0.00 ,0.00 ,
